record_uid,subject_id,rep_index,labelled_reps,detected_reps,push_duration_s,progress_rate_per_s_first,progress_rate_per_s_second,dynamic_accel_rms_g_first,dynamic_accel_rms_g_second,second_to_first_progress_rate,second_to_first_accel_energy,lower_acceleration_half
singleonly_subject016_Chest_Press_(rack)_record0001,10004,4,20,19,1.54,0.7483255158951359,0.5503757828061628,0.09849221797929979,0.10566351916864682,0.7354764352085623,1.0728108406580328,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,5,20,19,1.4,0.7287221667026091,0.6998492618688196,0.11460926545526329,0.08923255142094565,0.9603787202406145,0.7785806066070354,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,6,20,19,1.14,1.1061146495488208,0.64827131536346,0.126233778045307,0.09346631941294607,0.5860796759430743,0.7404224198962005,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,7,20,19,1.44,0.5271618694520146,0.8617270194368744,0.11273298082042219,0.09043731585336899,1.6346535464195098,0.8022258898434609,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,8,20,19,1.26,0.6348464722491381,0.9524551150524493,0.10528845562261366,0.11777802774691988,1.5002920496322287,1.1186224268411031,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,9,20,19,1.3,0.4606620873157796,1.0777994511457587,0.11212775434675781,0.11013965316733511,2.3396747438582612,0.9822693213557595,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,10,20,19,1.22,0.6181928713582632,1.0211513909368188,0.12600190586171747,0.10137475165556865,1.6518330091597382,0.8045493515536485,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,11,20,19,1.22,0.7732710246151525,0.8660732376799295,0.12123799064664088,0.10122333385233913,1.120012531325564,0.8349143145019923,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,12,20,19,1.22,0.7031977272277019,0.9361465350673802,0.10753628846817072,0.15054716853791408,1.331270706402962,1.3999661945044162,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,13,20,19,1.34,0.5513504736684995,0.9411868397643361,0.10967236587095731,0.12110456510540017,1.7070572797407741,1.1042395606555457,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,14,20,19,1.22,0.7350905778645022,0.9042536844305799,0.10124553555547959,0.12147361743787823,1.2301255269214717,1.1997923342636105,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,15,20,19,1.24,0.5150854449669643,1.0978177808394871,0.10770193585419337,0.10743437885813129,2.1313313966965173,0.997515764280929,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,16,20,19,1.36,0.6391723341873061,0.8314159011068114,0.10837790478753515,0.120100686530928,1.3007695368478969,1.108165790493683,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,17,20,19,1.28,0.45612676736991214,1.106373232630088,0.10252405471823832,0.1145616216333594,2.425582780439709,1.1174121229227942,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,18,20,19,1.34,0.691200188679264,0.8013371247535718,0.11875182095069974,0.12902217780031422,1.159341588555923,1.0864858893732523,first
singleonly_subject016_Chest_Press_(rack)_record0001,10004,19,20,19,1.28,0.8978296416089975,0.6646703583910025,0.1076854647054488,0.12412290089311201,0.7403078797886969,1.1526430352752286,first
singleonly_subject017_Chest_Press_(rack)_record0001,10005,1,15,13,1.52,0.1921088297784668,1.1236806439057436,0.10842101447708268,0.06307575642710823,5.849187906675257,0.5817668902225663,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,2,15,13,1.24,0.45620451257305894,1.1566987132333928,0.09552039139153866,0.06430687301635384,2.535482840161852,0.6732266490906593,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,3,15,13,1.12,0.7863429112067367,0.9993713745075488,0.0774601655253988,0.05300816730861741,1.27091038815864,0.6843280923694424,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,4,15,13,1.1,0.879033325578664,0.9391484926031539,0.09561697958587245,0.06617961905173854,1.0683878133800175,0.6921324992524306,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,5,15,13,1.18,0.5717682248484024,1.1231470293888859,0.1046968133953624,0.08044726807535389,1.9643397107047618,0.7683831576760993,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,6,15,13,1.42,0.8669599162980497,0.5414907879273025,0.07141774770335153,0.07013974647137626,0.6245857250696063,0.9821052711255511,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,7,15,13,1.18,0.7219970776984876,0.9729181765388006,0.08433515922140354,0.07129711807139703,1.34753755463966,0.8454020687175324,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,8,15,13,1.18,0.7190052368879002,0.9759100173493881,0.10034649526924846,0.07221694701293445,1.357305854368265,0.7196758274333631,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,9,15,13,1.18,0.8120088949672605,0.8829063592700278,0.0966219228480064,0.07535242013309022,1.0873111917149945,0.7798687700681064,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,10,15,13,1.34,0.5700567896918957,0.9224805237409401,0.11681083371372661,0.06464350370753745,1.6182256582533163,0.5534033244378864,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,11,15,13,1.32,0.7698361857549126,0.7453153293966025,0.12145609451282259,0.06596229693213732,0.9681479556143953,0.5430958174369209,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,12,15,13,1.26,0.5552158802204982,1.0320857070810892,0.10317325086385824,0.07124353865113858,1.8588908276024223,0.6905233483933509,second
singleonly_subject017_Chest_Press_(rack)_record0001,10005,13,15,13,1.18,0.6542434913189713,1.0406717629183169,0.09193433274222346,0.06551539613222392,1.590649011762114,0.7126325299594425,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,1,22,22,1.3,0.9023960482635026,0.6360654901980358,0.15458531317306914,0.1125561682253598,0.7048628940940382,0.7281168302149458,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,2,22,22,1.26,0.9549106456213884,0.6323909416801988,0.15887009934172538,0.12169730977796991,0.6622514311469252,0.7660177105838035,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,3,22,22,1.1,1.1316835643144698,0.6864982538673481,0.11685870454803424,0.1309182706524694,0.6066167924628314,1.1203125274990193,first
singleonly_subject033_Chest_Press_(rack)_record0001,502,4,22,22,1.2,1.19146757059964,0.4751990960670268,0.160218066158499,0.12829040786729365,0.3988351070502652,0.800723731993992,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,5,22,22,1.26,0.9893041196803399,0.5979974676212474,0.15745959751035454,0.1178438946341684,0.6044627286243082,0.7484071882402659,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,6,22,22,0.96,1.4515814297245297,0.6317519036088036,0.13689143767161907,0.15796547435143907,0.4352163031795555,1.1539470768827287,first
singleonly_subject033_Chest_Press_(rack)_record0001,502,7,22,22,1.0,1.5088346312151402,0.49116536878485983,0.12289650892765155,0.13375113412652737,0.32552630926114134,1.0883232997714025,first
singleonly_subject033_Chest_Press_(rack)_record0001,502,8,22,22,1.2,1.0523725286440135,0.6142941380226532,0.163369216192723,0.1560249085783312,0.5837230840814267,0.9550447276081201,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,9,22,22,1.16,1.0356664281029022,0.6884715029315807,0.15115149771791733,0.14275523188565264,0.6647618231602803,0.9444513222890188,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,10,22,22,1.16,1.0032435178717918,0.7208944131626912,0.1969467238468521,0.15269256259359362,0.7185637388337623,0.7752988199607169,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,11,22,22,1.14,1.2731767117891897,0.48120925312309115,0.19112831339309272,0.1544183073430197,0.3779595154916476,0.8079300476294597,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,12,22,22,1.16,1.039288704083689,0.6848492269507941,0.17405984525574,0.1630771222912443,0.6589595598025921,0.936902604110907,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,13,22,22,1.12,0.935085814386424,0.8506284713278615,0.19796325539316575,0.17654275639075645,0.9096795804629108,0.8917955811553663,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,14,22,22,1.26,1.0434653150897604,0.543836272211827,0.17211423344559929,0.13618481059058526,0.5211828935253544,0.7912466497643244,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,15,22,22,1.16,1.1271427490835415,0.5969951819509413,0.1932569982360571,0.17818244939989772,0.5296535708865153,0.9219973973840455,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,16,22,22,1.12,1.0478731197339402,0.7378411659803454,0.17860266295985186,0.1552095825110893,0.7041321626493164,0.8690216592458025,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,17,22,22,0.98,1.5456076235111056,0.4952087030195066,0.1328976367202994,0.13123506598592746,0.3203974252498557,0.9874898397337868,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,18,22,22,1.08,1.1126315720000162,0.7392202798518356,0.1857152061132391,0.16323307496069675,0.6643890920001907,0.8789429706750347,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,19,22,22,0.94,1.6196981121048497,0.5079614623632355,0.16725496629689962,0.1513541973981897,0.3136149005589216,0.9049309610903633,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,20,22,22,1.16,1.0202896586474597,0.7038482723870232,0.17611317513744154,0.14264310959826887,0.6898514225068938,0.8099513820413942,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,21,22,22,1.2,1.051562432702809,0.6151042339638578,0.1325681018168787,0.12296898707868567,0.5849431425415876,0.9275910674842984,second
singleonly_subject033_Chest_Press_(rack)_record0001,502,22,22,22,0.76,2.0100156148496526,0.6215633325187685,0.07477935919737766,0.04989863048690624,0.3092330865127438,0.6672781235688373,second
singleonly_subject035_Chest_Press_(rack)_record0001,512,1,19,18,0.88,0.4640082229085634,1.8087190498187093,0.17046177686731623,0.1719527710365563,3.8980323203779346,1.0087467947163347,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,2,19,18,1.1,0.7552897313812926,1.0628920868005254,0.14956284687355217,0.1784859510648279,1.4072640506533591,1.1933842849068574,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,3,19,18,0.9,0.8820347114367508,1.3401875107854715,0.16242126577382046,0.15817566096366528,1.5194271760602633,0.9738605361192826,second
singleonly_subject035_Chest_Press_(rack)_record0001,512,4,19,18,0.96,0.40931780450423616,1.6740155288290972,0.14472272139340048,0.15414602973433822,4.089769637205635,1.0651128464847086,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,5,19,18,1.1,0.7300921378907962,1.088089680291022,0.13515321929730037,0.20737121241126222,1.4903457027142695,1.5343416419486233,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,6,19,18,0.82,0.6281706612738599,1.8108537289700426,0.11157595624660815,0.1715286001502775,2.882741650649258,1.537325835426052,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,7,19,18,0.88,1.103228288286063,1.16949898444121,0.10756561799240645,0.15700763468360984,1.0600697941294661,1.4596451692834946,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,8,19,18,0.94,0.7764064010786822,1.3512531733894029,0.1512349393367425,0.1750807592955606,1.7403941692289897,1.1576740141094153,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,9,19,18,0.96,1.3150756700454382,0.7682576632878952,0.1506449116929887,0.2143512440724629,0.5841927432672757,1.4228907014749124,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,10,19,18,0.84,1.005556493457205,1.3753958874951762,0.12315027601662108,0.2088952866231507,1.3677957394183056,1.6962632434129257,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,11,19,18,0.9,0.9777568687513181,1.2444653534709043,0.13981309949542312,0.18609897989554255,1.2727758742929585,1.3310553915703345,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,12,19,18,1.14,0.4848519598945918,1.2695340050176889,0.1481816876794945,0.17944093776079864,2.6183951185712218,1.210952180197296,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,13,19,18,0.76,1.2109561578658938,1.4206227895025272,0.1282154392564932,0.21110606030093831,1.1731413893679978,1.646494849022227,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,14,19,18,1.02,0.7878002520578382,1.1729840616676521,0.18356568659807115,0.23361615959283377,1.4889358801341621,1.2726570195243043,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,15,19,18,1.04,0.6792390394296132,1.2438378836473098,0.17290907353976856,0.14038229556695558,1.83122260565561,0.8118850716915563,second
singleonly_subject035_Chest_Press_(rack)_record0001,512,16,19,18,0.84,1.1123197765547572,1.2686326043976237,0.1703728465080402,0.14751719145822867,1.1405286781172064,0.8658491918268624,second
singleonly_subject035_Chest_Press_(rack)_record0001,512,17,19,18,1.02,1.0140246048694506,0.9467597088560394,0.16932683094260242,0.19737050557983837,0.9336654202566701,1.165618611540318,first
singleonly_subject035_Chest_Press_(rack)_record0001,512,18,19,18,1.04,0.6430584469953757,1.2800184760815474,0.19479544731719384,0.20220154859253547,1.9905165417891666,1.038019888951932,first
singleonly_subject052_Chest_Press_(rack)_record0001,526,1,10,8,1.12,0.6095365310494567,1.1761777546648289,0.16865627261628532,0.07820543116021453,1.929626355027105,0.46369713943662166,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,2,10,8,0.78,0.5074859136353934,2.056616650467171,0.156329665768224,0.07841713858227924,4.052559086289754,0.5016139335866124,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,3,10,8,1.76,0.8958091946775161,0.24055444168612028,0.15699825937436995,0.1296520556064491,0.2685331241467307,0.8258184270520318,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,4,10,8,0.72,0.6778751502240679,2.09990262755371,0.1733689023788702,0.06869516541392572,3.09777195234196,0.39623695179083124,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,5,10,8,0.82,0.5596992855189782,1.8793251047249244,0.1320067464417741,0.06530336389881265,3.357740760705689,0.4946971700996876,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,6,10,8,0.5,1.7431742063220013,2.256825793677999,0.12805182493692008,0.0725883928791074,1.2946645180344731,0.5668673048186962,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,7,10,8,0.84,0.7732071895471531,1.6077451914052279,0.1262167632660922,0.10731808495760545,2.0793200233262725,0.8502680799328987,second
singleonly_subject052_Chest_Press_(rack)_record0001,526,8,10,8,1.38,0.41212764891222603,1.0371477134066147,0.11282221785025491,0.07452003853306112,2.516569116738644,0.6605085412517686,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,1,10,7,1.54,1.1513788781281982,0.14732242057310052,0.20166140103683922,0.1223099841877351,0.12795303385502715,0.606511625719548,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,2,10,7,1.74,1.0744928457435672,0.07493244161275464,0.1442474187087298,0.1211740337366504,0.06973749700576194,0.8400429957178636,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,3,10,7,1.82,0.7569893458999462,0.34191175300115273,0.13928178504492736,0.11579491746866363,0.4516731376115621,0.8313715783532808,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,4,10,7,1.72,1.0025319874147305,0.16025871025968821,0.155552613298423,0.11795688874097343,0.1598539620396091,0.7583086277996288,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,5,10,7,1.88,0.9096703347429881,0.1541594524910545,0.12488709581896862,0.11652634984976126,0.16946738461533942,0.9330535639860922,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,6,10,7,1.82,0.9533775528461691,0.14552354605492976,0.13737709885398,0.10229216926990153,0.15263999621187904,0.7446086001468795,second
singleonly_subject052_Chest_Press_(rack)_record0002,526,7,10,7,2.32,0.60148346306205,0.2605855024551914,0.14817930977951269,0.0968669189221702,0.43323801643455817,0.6537141998184894,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,1,10,9,1.8,0.9816787949228769,0.12943231618823417,0.17417057487565749,0.10792234526955305,0.13184792913694615,0.6196359249924974,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,2,10,9,1.8,1.019794245152583,0.09131686595852814,0.11369103990565335,0.11933559962633815,0.08954440211109957,1.0496482372346048,first
singleonly_subject052_Chest_Press_(rack)_record0003,526,3,10,9,1.7,0.972881629730814,0.20358895850448014,0.11514152681130364,0.12379174977397596,0.2092638531583858,1.0751268738762556,first
singleonly_subject052_Chest_Press_(rack)_record0003,526,4,10,9,1.8,0.9986562448017382,0.11245486630937286,0.14778355185086037,0.10825058151958879,0.11260618145105412,0.7324941115830853,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,5,10,9,0.94,0.6326211703453295,1.4950384041227558,0.15232137562808512,0.044766190620972764,2.3632443462280244,0.29389303002538497,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,6,10,9,0.84,0.6834856503215905,1.6974667306307907,0.13391362240176258,0.07123082903867596,2.4835440653832404,0.5319162289925361,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,7,10,9,0.76,1.1748145935126753,1.4567643538557458,0.12527180539849012,0.03588113653993298,1.2399951123351691,0.2864262746576929,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,8,10,9,1.3,0.6941305590297933,0.8443309794317452,0.1306854481467481,0.1115405324488637,1.216386410954002,0.8535038447709468,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,9,10,9,0.28,2.3101904288627977,4.832666713994344,0.06966612626087856,0.059410205388212116,2.091891063877902,0.8527846828419722,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,1,15,14,2.08,0.34560192577454785,0.6159365357639136,0.10928314575467314,0.07324027850626788,1.782213841498434,0.6701882344298823,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,2,15,14,1.82,0.20079485071126796,0.8981062481898309,0.11186659133898817,0.06834274500181357,4.472755376985532,0.6109307898254919,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,3,15,14,1.02,0.8340216387944246,1.1267626749310655,0.051219495709355335,0.07319158191205416,1.350999329657438,1.4289789639355153,first
singleonly_subject058_Chest_Press_(rack)_record0001,247,4,15,14,2.16,0.1360369258613935,0.7898890000645323,0.11230436720990848,0.056797927273901226,5.806430827974909,0.5057499426334866,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,5,15,14,2.48,0.2101797608752921,0.5962718520279338,0.08953614800581726,0.07144794688268007,2.8369613208463265,0.7979787881654012,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,6,15,14,2.56,0.2496372676103208,0.5316127323896792,0.10577522166146427,0.07033499093086384,2.129540743169473,0.6649477053895704,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,7,15,14,2.36,0.17186653752040668,0.6755910895982374,0.10353751662580761,0.053992616306505335,3.930905337043988,0.5214787650513072,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,8,15,14,2.62,0.23072756762577373,0.5326312110001804,0.09796074927633328,0.0671601115219686,2.308485355612452,0.6855818480166942,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,9,15,14,2.42,0.18855297366821325,0.6378933073235223,0.0973910937828551,0.08201095049636739,3.383098632249575,0.8420785444634235,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,10,15,14,1.96,0.251255860054787,0.7691523032105191,0.0966936123177772,0.07069839470561164,3.0612313004074947,0.7311588946875416,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,11,15,14,2.0,0.2336604995344341,0.7663395004655659,0.10509819897940717,0.07828624796821132,3.2797135245045212,0.744886674828278,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,12,15,14,3.48,0.43840204451365083,0.1363105991645101,0.06157018470480499,0.08034672586403772,0.310926011569423,1.3049615856969712,first
singleonly_subject058_Chest_Press_(rack)_record0001,247,13,15,14,0.76,0.7546370227658201,1.8769419246026007,0.05905805690398845,0.043170977375387824,2.487211557317213,0.730992173439968,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,14,15,14,2.8,0.2745040979606275,0.43978161632508683,0.0898452951192394,0.0752289987331038,1.6020949034726806,0.8373170641073928,second
singleonly_subject059_Chest_Press_(rack)_record0001,248,1,16,23,1.5,1.0513166533834768,0.28201667994985646,0.14105898319828555,0.08142515417948216,0.2682509394693175,0.5772418908267858,second
singleonly_subject059_Chest_Press_(rack)_record0001,248,2,16,23,0.92,1.7541408729738486,0.4197721705044122,0.2529368225299496,0.08330632283550804,0.23930356847153308,0.329356247944658,second
singleonly_subject059_Chest_Press_(rack)_record0001,248,3,16,23,0.92,1.2989399476819352,0.8749730957963255,0.14050097111203255,0.11573552359270985,0.6736055022080017,0.8237346879291301,second
singleonly_subject059_Chest_Press_(rack)_record0001,248,4,16,23,0.74,1.7660398332901444,0.9366628694125583,0.067119763332003,0.09188625208613847,0.530374712821482,1.3689895125468463,first
