record_uid,accel_x_g_mean,accel_y_g_mean,accel_z_g_mean,gyro_x_dps_std,gyro_y_dps_std,gyro_z_dps_std,accel_x_g_rms,accel_y_g_rms,accel_z_g_rms,gyro_x_dps_rms,gyro_y_dps_rms,gyro_z_dps_rms,accel_mag_rms,exercise
singleonly_subject076_Chest_Press_(rack)_record0001,0.9617898516640988,0.23468758238013518,0.18624656872440692,25.07048442112338,34.41061400611965,15.156822227710938,0.9766795090699257,0.26245728659428863,0.25842199744130456,26.972499139935742,34.427632455480015,15.242582249025348,1.0438240366484484,Chest Press (rack)
singleonly_subject080_Chest_Press_(rack)_record0001,0.9951310677826503,0.22412895730785767,-0.2074230734201374,15.743018822207594,25.68364891133017,16.481047685218904,0.9987602279552446,0.25360346713748966,0.24148589671592954,15.8744157222951,25.72185118996693,16.541077033395208,1.0583724060093707,Chest Press (rack)
singleonly_subject081_Chest_Press_(rack)_record0001,0.995760144036251,-0.15145246612800056,-0.16901121913738718,19.71631414169809,16.51338212086138,26.98892937774032,1.0023260805307757,0.2187619954281416,0.21198908618912815,19.771028313423454,16.57679127406739,27.020080476930644,1.047594270230222,Chest Press (rack)
singleonly_subject083_Chest_Press_(rack)_record0001,0.9916392470478834,0.17244528737918385,0.07982369604863197,16.480414975080134,12.267778271009613,19.94117671165175,0.9935584451717303,0.2478354364031804,0.13208340081248357,16.537277602311768,12.348420042435523,19.959901443905363,1.0324857443468225,Chest Press (rack)
singleonly_subject086_Chest_Press_(rack)_record0001,0.9883857063971393,0.2549713345000191,-0.06448158148948074,27.117598517179463,14.421239474269237,22.417282284136544,0.9948879494700287,0.3114556264293534,0.16948915273157306,27.19343793969944,14.490719363077897,22.43990559980828,1.0561880571796132,Chest Press (rack)
singleonly_subject086_Chest_Press_(rack)_record0002,0.9911055142255586,-0.07881867848283872,0.007427817141128072,23.07630404224734,21.926214005897208,21.883916503652138,0.9982435528396663,0.17098436910568313,0.14397793979029494,24.40795648324062,21.922412667201574,21.88745524226524,1.0229640719060888,Chest Press (rack)
singleonly_subject087_Chest_Press_(rack)_record0001,1.0039338719150428,0.0402142502355134,0.049471572253404046,24.874860357554997,22.34544451882844,18.868552578037026,1.0138172963809746,0.1732553713152421,0.14137097483969321,24.94550497992383,22.422438417145685,18.890441987113988,1.0381852853214286,Chest Press (rack)
singleonly_subject089_Chest_Press_(rack)_record0001,1.005819688775106,0.207999010358905,-0.047125049382649116,26.50021384015616,13.181896245957839,33.72831402028276,1.0147602498820725,0.2510271608800977,0.11513764369787775,26.58921818582889,13.219485253159904,33.733332665409144,1.0516699469113624,Chest Press (rack)
singleonly_subject089_Chest_Press_(rack)_record0002,1.0024902754717333,0.21662518943631254,-0.039355806430875794,20.97806763627166,12.966038180427715,33.615534240840155,1.0107614519084174,0.2635984574249184,0.11357784153982124,21.04061697495925,13.041377251077222,33.61290584816018,1.0507248857382476,Chest Press (rack)
singleonly_subject089_Chest_Press_(rack)_record0003,1.0023050526206985,-0.01687395016921208,-0.09563175057221965,29.43730539817652,38.56110343296322,18.106794939272614,1.0136230163979743,0.12020852846451485,0.18663423631807585,30.99252480034795,38.55070526819983,18.1153050076785,1.037648325712215,Chest Press (rack)
singleonly_subject089_Chest_Press_(rack)_record0004,0.9891020669721038,-0.04971369052620125,-0.013707034787635177,25.319471891361623,34.113314997058396,15.539470067001224,0.9983226283287143,0.13488450838386706,0.1928898057277585,27.048772351323606,34.09937071701493,15.541452079427106,1.0256940957170426,Chest Press (rack)
singleonly_subject091_Chest_Press_(rack)_record0001,1.0191825258411882,0.009936045825283343,-0.002803597596494926,17.737617637822094,11.271863108555376,27.90706580020992,1.0279731219411752,0.1295298646528017,0.10279346769164703,17.79112794744558,11.336304363329567,27.923129452164314,1.041188370214791,Chest Press (rack)
singleonly_subject092_Chest_Press_(rack)_record0001,0.9593758991966245,-0.12089274729241418,-0.25138748240479836,18.589033091328808,22.24895464916728,18.440791716292367,0.9621093704660405,0.1500882388554571,0.28244282950064176,21.382200978162825,22.27846057575424,18.54255843009437,1.013881093677963,Chest Press (rack)
singleonly_subject093_Chest_Press_(rack)_record0001,0.9690300354539925,0.16643155073610685,-0.35401053612546013,20.964364058358548,30.423349039863673,18.352258734431775,0.9709031828582803,0.19195773165526928,0.39081817344720904,20.960088478486636,30.47996222760951,18.38801083784112,1.0640674818465174,Chest Press (rack)
singleonly_subject093_Chest_Press_(rack)_record0002,0.9703597240670584,0.13093495458545257,-0.3500579589289146,21.93519067213407,30.11927231627441,21.98000359947054,0.9717722265163424,0.1794328620168651,0.3928920257962273,21.970507009807847,30.15088274571269,21.978891343966684,1.0634385530600046,Chest Press (rack)
singleonly_subject094_Chest_Press_(rack)_record0001,0.9870668664182781,-0.08788664964247345,-0.09707043018225243,38.21575058289116,28.17894284036853,12.698801863923222,0.9962784533275795,0.15772720327876533,0.22943297632745535,38.9943116303785,28.17434475659096,12.727979576764037,1.0344506357702186,Chest Press (rack)
singleonly_subject001_Squat_Rack_Shoulder_Press_record0001,0.951048268617468,-0.2698868817043626,0.0873434988044748,28.351206354843676,36.64338008958216,20.7999840027284,0.9663809029797434,0.3132093932163831,0.15760924970698756,29.892165482962017,36.66269063760576,20.925659438857192,1.0280237590815295,Squat Rack Shoulder Press
singleonly_subject007_Squat_Rack_Shoulder_Press_record0001,0.8301851326042817,-0.47272183925745287,0.024819043203392028,20.514495301266308,16.778649277295465,17.47176021737395,0.8396917403851654,0.5136598427795626,0.12722113397439908,22.812458161258856,16.828308873805483,17.569364169920206,0.9925290272254635,Squat Rack Shoulder Press
singleonly_subject014_Squat_Rack_Shoulder_Press_record0001,0.9719568251220765,-0.4077963985592766,-0.1592853738593219,23.901664854568967,26.440640261750605,16.87164330421932,0.9763405145774375,0.4504223173195805,0.20985429151727658,24.160731936124957,26.451036402048206,16.92167221679079,1.095518091139117,Squat Rack Shoulder Press
singleonly_subject014_Squat_Rack_Shoulder_Press_record0002,0.9805804562497829,-0.39139702464690496,-0.1565479764490339,23.48140367727257,28.107476896922318,17.219612318432862,0.9852504357150896,0.427560999569819,0.20320852576545528,23.804059643564997,28.102811665255988,17.303451339718617,1.0930784667047864,Squat Rack Shoulder Press
singleonly_subject015_Squat_Rack_Shoulder_Press_record0001,1.019437893403619,-0.22602436614875723,-0.30228240096219666,24.10122505882541,36.381109261332035,21.6139414463624,1.0260774445981427,0.2750633992931494,0.33666782480253177,24.338433930125134,36.37353241619568,21.609102185649963,1.1143787597585595,Squat Rack Shoulder Press
singleonly_subject033_Squat_Rack_Shoulder_Press_record0001,1.017937079099359,-0.0063727753945029,-0.030924895343181186,20.498412839856165,30.153852751932455,22.003045807746087,1.0244550557391068,0.13149118752104297,0.11573295800726628,20.54923518338159,30.19346684822621,22.013646552562925,1.0393229580809915,Squat Rack Shoulder Press
singleonly_subject053_Squat_Rack_Shoulder_Press_record0001,0.998913916680286,-0.018398196651627008,-0.2185713803122991,19.995980978155327,15.891293214046746,16.22536232455824,1.000937111018953,0.16220432063247925,0.25380283601969844,20.095132672814287,15.957883844616477,16.28786148082515,1.0452756676678425,Squat Rack Shoulder Press
singleonly_subject054_Squat_Rack_Shoulder_Press_record0001,0.9693929472195109,0.10952592653711161,0.18838185634620497,13.753620154125885,9.367177501519485,14.188676285991523,0.9725285358728945,0.18398377385731013,0.20516301992707422,13.743214659810386,9.519445926169045,14.177874085914073,1.010818305570022,Squat Rack Shoulder Press
singleonly_subject054_Squat_Rack_Shoulder_Press_record0002,0.9621092149613825,0.28419346217897673,0.13381722723649184,31.256623703414792,15.184996744637347,21.810107032004332,0.9640008495365036,0.307054887962116,0.15880777869722015,31.280104883841346,15.274020932848762,21.80752153767642,1.0241094925364542,Squat Rack Shoulder Press
singleonly_subject055_Squat_Rack_Shoulder_Press_record0001,0.9714710702433551,0.32410078021933447,-0.014961961924555244,20.731234214378826,15.697226282517638,29.207625923796783,0.9773746782033338,0.3530568147926403,0.1281177408803834,20.78045854399225,15.757482360419912,29.2041004849881,1.0470551712268499,Squat Rack Shoulder Press
singleonly_subject057_Squat_Rack_Shoulder_Press_record0001,0.9345761317282489,-0.19997313254241347,0.19886049144626944,22.991182895042364,45.089494405355346,13.435512990564476,0.9440133404579688,0.22327994632363107,0.26152197560471363,25.08120563386439,45.10822797448599,13.593956680824892,1.0046934184700769,Squat Rack Shoulder Press
singleonly_subject057_Squat_Rack_Shoulder_Press_record0002,0.9380441912588443,-0.21636474682332582,0.14455947692141977,19.986986708384997,43.86418017455787,26.480144406886225,0.9442331453875883,0.275313555264895,0.20459476901932164,22.318301207567746,43.87821207304685,26.556903834099515,1.0046057963555677,Squat Rack Shoulder Press
singleonly_subject065_Squat_Rack_Shoulder_Press_record0001,0.9790722411680756,-0.24637412115222118,-0.1057921006863095,10.291865630097599,13.465782703055266,10.433408813741707,0.9801160850175825,0.2633309502343782,0.14660690279556757,10.46320777157942,13.500989851244853,10.451255393328227,1.0254093394390567,Squat Rack Shoulder Press
singleonly_subject066_Squat_Rack_Shoulder_Press_record0001,0.9690717026737609,-0.13423654128362503,0.15806523085613772,15.845244545554255,26.866044455801667,9.18204979317489,0.9758432050636239,0.16913005422803304,0.21243677718041942,15.893885394181646,26.85917135755471,9.200236596275126,1.0129187136245565,Squat Rack Shoulder Press
singleonly_subject066_Squat_Rack_Shoulder_Press_record0002,0.94853645248398,-0.18585732950821912,0.19545107512933602,20.74276953867726,27.695435218567134,12.012808722677084,0.9534901560253105,0.21804271958572136,0.2373277228412847,20.83758743208402,27.70002018615877,12.010440771630568,1.00648425384133,Squat Rack Shoulder Press
singleonly_subject067_Squat_Rack_Shoulder_Press_record0001,0.9437677322143596,-0.4050778193205036,-0.22517940553731847,19.59654706369705,24.802078244296858,16.978818628134576,0.9483879960011925,0.4207492612295331,0.2482355272198317,19.759988490154694,24.94491863127574,16.99664514013169,1.0668132961106473,Squat Rack Shoulder Press
singleonly_subject068_Squat_Rack_Shoulder_Press_record0001,0.9767576614181916,-0.21614111909918865,-0.318970769358445,25.93626013592247,26.968727759864485,13.786875920628718,0.9784428768299553,0.24243331449446648,0.3712346388358311,26.032396729767164,27.0806952715438,13.83539626364822,1.0742157754695385,Squat Rack Shoulder Press
singleonly_subject069_Squat_Rack_Shoulder_Press_record0001,0.9550896757024178,-0.35929432624715557,-0.18124367366758112,25.772072155565503,25.5334813499098,18.105870671340515,0.9584079079333176,0.39160282240026756,0.21961319076235045,25.969938892308242,25.60318007295055,18.14365080165029,1.0583612058545016,Squat Rack Shoulder Press
singleonly_subject071_Squat_Rack_Shoulder_Press_record0001,0.8826623838403805,0.15312290099841147,0.29644913553603536,23.802663447565656,18.706436603589992,31.964584840033517,0.8912434821151435,0.2743681420969206,0.3096021062045517,23.937348963600797,18.810516284529935,31.971542055517524,0.9825712625437081,Squat Rack Shoulder Press
singleonly_subject072_Squat_Rack_Shoulder_Press_record0001,0.9567183621692584,0.21364690326819716,0.14472769516184286,16.570965755305398,10.008151083298603,23.679383746523428,0.9586696120334615,0.25471402520790215,0.16680447480576893,16.711314498159517,10.285445795961735,23.67743166837297,1.0058580379403586,Squat Rack Shoulder Press
singleonly_subject073_Squat_Rack_Shoulder_Press_record0001,0.8690280211330611,-0.4515622226653149,-0.0041013764832050666,28.24334989975125,34.781823251589465,19.921592211087578,0.8738315868869162,0.48329082675915763,0.1430374982746255,30.054839768009696,34.78604839298788,20.01050963717879,1.0087672632394054,Squat Rack Shoulder Press
singleonly_subject074_Squat_Rack_Shoulder_Press_record0001,0.9010971961442996,-0.46621703754246585,-0.14699915789935047,29.643302938213402,36.128513504095665,22.978247636553238,0.9092648739818256,0.49575908472326413,0.22911484124716525,29.736586317956803,36.269357687872265,22.980584327505554,1.0606758654850914,Squat Rack Shoulder Press
singleonly_subject075_Squat_Rack_Shoulder_Press_record0001,0.9965489682273699,0.1856764085575314,-0.08181862976809404,22.313805631838818,19.571142576740854,25.952688815651864,1.005891929468009,0.2695737335841037,0.1449695447694476,22.581206584682903,19.63094889332462,25.95138184467663,1.0514298552533157,Squat Rack Shoulder Press
singleonly_subject076_Squat_Rack_Shoulder_Press_record0001,0.9661970707262005,-0.12094495644709666,0.16774182734016238,22.15019043245827,36.496158592826795,33.68578734783269,0.9909408534592954,0.19304392710689522,0.2174766630429725,24.12817910134799,36.54388025145266,34.13270214589196,1.032727375358955,Squat Rack Shoulder Press
singleonly_subject077_Squat_Rack_Shoulder_Press_record0001,0.9715928274152341,0.27183276648468263,0.13955043119525867,29.16295443693708,20.382502187726175,44.4812244204113,0.9769281858314665,0.347497338839756,0.19321312480136096,29.25504154472103,20.41826130120289,44.50936254635941,1.0547390162349066,Squat Rack Shoulder Press
singleonly_subject078_Squat_Rack_Shoulder_Press_record0001,0.9837155248729256,0.032637058568074084,0.15592649446470486,29.177900707893162,20.244130051939266,31.53449301069572,0.9876094921059313,0.14604511876576112,0.21049668126535412,29.19511005714516,20.278828933858243,31.528350953352252,1.0202992396531367,Squat Rack Shoulder Press
singleonly_subject079_Squat_Rack_Shoulder_Press_record0001,0.5597586498750872,0.29659792872168006,-0.01995010833337974,39.55371974038268,30.503945823060434,42.86706004469708,0.9672541424157515,0.4112602192619138,0.19458843108155668,39.746425771365516,30.540888739641854,42.86206823940457,1.0689154323324974,Squat Rack Shoulder Press
singleonly_subject080_Squat_Rack_Shoulder_Press_record0001,0.9809445065546493,0.2638711669247709,-0.016540458258987218,21.01164490686635,20.23535008532812,22.48883053352589,0.9881869315663753,0.3036015118029301,0.13277868955890837,21.06986103848763,20.28345164971753,22.484829509524648,1.0422655468202782,Squat Rack Shoulder Press
singleonly_subject081_Squat_Rack_Shoulder_Press_record0001,1.0050766703121112,-0.19988601638691608,-0.05741086636525587,27.400968977269205,22.401223713272586,14.033682407290371,1.008718322907709,0.22648855410002863,0.13027747557737454,27.560892913998053,22.541436933182577,14.039992527178923,1.042008608770041,Squat Rack Shoulder Press
singleonly_subject082_Squat_Rack_Shoulder_Press_record0001,0.8915080816324905,0.4919270615777702,0.10948607801671746,19.660613761225257,13.369611228408406,30.84764835769521,0.8977220950587768,0.5092370592359883,0.12764125034176674,19.703507477050984,13.430439647434403,30.84077984138042,1.0399613604576117,Squat Rack Shoulder Press
singleonly_subject083_Squat_Rack_Shoulder_Press_record0001,0.955326029691328,-0.14089431211531434,-0.19744689293680068,21.724773497276484,18.91436888765524,16.145044240710224,0.9571629681537908,0.2321982118835799,0.23847195982539968,23.988534509453377,18.99097234888583,16.322505746439983,1.013383359262364,Squat Rack Shoulder Press
singleonly_subject085_Squat_Rack_Shoulder_Press_record0001,0.9587189739700516,-0.20628392922738684,0.053309104308482715,14.829328243023413,28.917096704858505,25.81719895490167,0.962421622888588,0.2517217439341739,0.13384747168781486,17.98345383589062,28.941097576542692,25.873006279045487,1.0037601119042268,Squat Rack Shoulder Press
singleonly_subject088_Squat_Rack_Shoulder_Press_record0001,0.9310805918126875,0.3538435375803574,0.11486839143440228,17.961248567015314,8.3985345704805,28.92013018726671,0.940381767647387,0.38667037473272553,0.13837363065349995,17.991965561593908,8.471246579236935,28.977532207020484,1.026147703442249,Squat Rack Shoulder Press
singleonly_subject001_Lateral_Raise_record0001,-0.3175577497023204,-0.48657414985871683,0.33810110727127884,36.97027477473483,48.33714012714359,198.51287694688648,0.7792401750136227,0.6204367498232666,0.404104236512761,45.056045914865514,48.40701985785901,198.45368204506963,1.0749219715189011,Lateral Raise
singleonly_subject007_Lateral_Raise_record0001,-0.7618536931306661,-0.4410715183580505,0.03896812044210445,35.50638722518262,20.247802994200526,71.37504480911913,0.8556501639227749,0.5271566566255255,0.18973583732025942,37.1930834636514,20.814666385601832,71.4099728919782,1.0227565847303521,Lateral Raise
singleonly_subject014_Lateral_Raise_record0001,-0.2874648638562523,-0.6453518603509061,0.1455867241553408,42.08545023513546,23.341387818903126,98.25531019026037,0.6874129119763787,0.6866935497575292,0.2592635956443209,42.18780270249356,24.86183982733383,98.29856555430982,1.0056351996906545,Lateral Raise
singleonly_subject015_Lateral_Raise_record0001,-0.38960824980156233,-0.7735911490118819,-0.04030786351099865,47.84067891996544,53.74194407684341,106.41184222910677,0.6238614210450851,0.7927861249346868,0.2044951039116185,47.860862564909844,53.768245742949595,106.41983621428899,1.029335300123907,Lateral Raise
singleonly_subject033_Lateral_Raise_record0001,-0.5878451050298045,-0.6944280611225937,0.12384819261223141,66.59067611361884,94.10362843476545,103.6735037682972,0.7862884495066763,0.7414230738477741,0.25504064378814173,66.56646478531054,94.09566850884238,103.93391773279865,1.1104068759897718,Lateral Raise
singleonly_subject053_Lateral_Raise_record0001,-0.6177444439500578,-0.5703787608761626,-0.004562496611252599,35.18044230841029,16.543150426035858,59.86799518710794,0.7696716525566099,0.6345825608572908,0.263881236888322,35.24184371383023,16.657426770762587,59.87784439089181,1.0318540528946574,Lateral Raise
singleonly_subject054_Lateral_Raise_record0001,-0.6143795870438639,0.7269612352995952,-0.02471970583047164,43.99167976193221,47.240937516973425,65.2091680062725,0.7546201981461317,0.7742569756345088,0.21274436926029125,44.03589700923671,47.26097999345177,65.19951819647473,1.1019009367546444,Lateral Raise
singleonly_subject055_Lateral_Raise_record0001,-0.9616579309226537,0.38931141891542437,-0.03345267624155543,34.990931281859446,24.399310390297572,32.2438878667232,0.9724250401976638,0.4533722724743053,0.17372180860096162,40.258797077415196,24.89826770836239,32.52141145307983,1.0868928848030668,Lateral Raise
singleonly_subject055_Lateral_Raise_record0002,-0.7656149817172022,0.39325263751881673,0.22294101785194173,19.332779092792965,45.72341812531597,60.5503789756014,0.8954904291200783,0.4923848233465185,0.2618176718226305,19.36297798217998,45.7467098228188,60.55606837811386,1.0549381101212842,Lateral Raise
singleonly_subject057_Lateral_Raise_record0001,-0.12829931100143305,-0.5912166496303878,0.6058258759675895,27.61496624852462,20.132603171835747,117.92586157683985,0.4762218100899763,0.6186643885744172,0.6161599288399944,29.918181110295404,20.12835310196554,117.90374684547845,0.9945782503170064,Lateral Raise
singleonly_subject057_Lateral_Raise_record0002,-0.1311814908561118,-0.7947692525010935,0.3163893904720623,35.25392572314741,20.556705480213708,95.43406948275216,0.47088916386316737,0.810529553569916,0.34043951981741644,37.517094773205216,20.581063051301797,95.44665389475811,0.9972932510087056,Lateral Raise
singleonly_subject065_Lateral_Raise_record0001,-0.6125646677483874,-0.5345308220501592,0.35059363374914965,22.81057842214828,32.97886785168254,34.58324330342729,0.7205856472454522,0.5498820348640098,0.4016745244724925,22.88458028322615,32.99341100746846,34.64112081498398,0.9914415519295802,Lateral Raise
singleonly_subject066_Lateral_Raise_record0001,-0.6724232284049635,-0.3347114602798442,0.30012570242761005,21.07811902288899,40.78951025017538,28.060418060856133,0.8226881297308192,0.3793013557156695,0.4423516120602098,21.238624421555283,40.81427187145747,28.16447245181908,1.008146926762168,Lateral Raise
singleonly_subject067_Lateral_Raise_record0001,-0.5403355023158778,-0.6472505706767764,0.02398755155201645,44.824629774865144,54.0492082687715,103.01371617405279,0.7440757892752617,0.7002688045740494,0.21117605180492668,44.831387729459195,54.45451632508817,102.99360406935065,1.0433697828196333,Lateral Raise
singleonly_subject068_Lateral_Raise_record0001,-0.5195948451024321,-0.7245910389137095,0.048983329058581715,35.60934051898554,69.27930803090298,72.0514214744227,0.6346420138598232,0.7573830614344217,0.2538509653690836,35.71299423000196,69.27982857641533,72.19324631041822,1.0202156145259906,Lateral Raise
singleonly_subject069_Lateral_Raise_record0001,-0.33081743296841326,-0.6209333210794953,0.10841359569382736,20.9303360394107,34.67148744352262,84.66933097473698,0.6842870407408148,0.663194181579452,0.2894655762262249,21.004992752839495,34.90069895469383,84.67561126135286,0.9959244933360365,Lateral Raise
singleonly_subject070_Lateral_Raise_record0001,-0.6682867140220341,0.6265208114173985,0.01778558670895002,23.48741243958501,115.58279763499097,55.89846243023657,0.7955936864065394,0.6458057060889629,0.17979786113969293,24.637756969792612,115.5351365164827,55.86376599421206,1.0403660868835638,Lateral Raise
singleonly_subject070_Lateral_Raise_record0002,-0.724990017316549,0.6008090863244667,-0.005673546647616546,20.37274412722659,114.20563198424472,47.66162721998043,0.8438138609948045,0.6208689116675178,0.14433359982920935,20.847099612152682,114.2151984155528,47.63808554577994,1.057512281499286,Lateral Raise
singleonly_subject071_Lateral_Raise_record0001,-0.5413262536968431,0.605569804073167,-0.05060996156724815,24.544916315091573,100.75282149206244,47.14880592387137,0.7733341301336565,0.6202848976761994,0.24332965475111082,24.5928378302388,100.79948884127182,47.17556122002171,1.0207881033770168,Lateral Raise
singleonly_subject072_Lateral_Raise_record0001,-0.5797788766505982,0.5654829329743325,0.20180446113967196,17.939274986808176,53.48063797442546,65.23522149209616,0.7356083406051024,0.5961604446232143,0.23581178981004164,18.045436143282863,53.53834623250228,65.22613166788592,0.9757735939830284,Lateral Raise
singleonly_subject073_Lateral_Raise_record0001,-0.3514734321189933,-0.6590221048245567,0.18779811441973573,23.65704677158224,57.27243333748871,108.14761325154213,0.6641121850147053,0.7183471736463637,0.2891008874502751,25.308513748126025,57.27119823477452,108.14253052207057,1.0201210610977804,Lateral Raise
singleonly_subject074_Lateral_Raise_record0001,-0.6184381745376398,-0.4814173660911915,0.134951064105573,24.96907707525038,50.18856053986681,71.91639209030775,0.794499507932314,0.5419056051431166,0.22439022569894854,24.9914173165341,50.26388063223609,71.90281970788223,0.9875434807538561,Lateral Raise
singleonly_subject075_Lateral_Raise_record0001,-0.3606680678517468,0.6428352893067023,0.2684430984751403,65.28410007983572,96.82622183647113,76.74100138716335,0.6373203637724454,0.7196959607346598,0.32159595956599146,65.29390131143425,96.81153519228064,76.7691907420571,1.0136880600983704,Lateral Raise
singleonly_subject076_Lateral_Raise_record0001,-0.6057526239292871,-0.6985254747577047,0.1589137081426113,28.906289116978492,139.54313282474723,91.57915105724727,0.784439015575183,0.7126743062730219,0.234933546223252,31.577341767672426,139.5250962725762,91.70238533270555,1.085561148493869,Lateral Raise
singleonly_subject077_Lateral_Raise_record0001,-0.5270567141978431,0.5675002823333806,-0.03745378282460166,28.185438160986603,60.66174294696975,88.2926148979102,0.7816032955712655,0.6360040798181166,0.23863943910360313,28.320653896060715,60.697589339637354,88.27605498461999,1.0355451139804748,Lateral Raise
singleonly_subject078_Lateral_Raise_record0001,-0.5053118820374128,0.45694729889122043,0.39092469001897273,23.31767819906909,75.25660648495587,62.52254447895597,0.7893456996532615,0.5091868840228662,0.43808159176711226,23.93107344971496,75.23044075463149,62.53101285551757,1.0364619614183723,Lateral Raise
singleonly_subject078_Lateral_Raise_record0002,-0.49426254691314436,0.5013630781504294,0.33995766357556156,27.73869254584682,79.70106817079966,69.31383065073415,0.7952920589113781,0.5613644842640111,0.38769863987700875,28.62687440901365,79.67232193730501,69.34266114012446,1.0478214440079858,Lateral Raise
singleonly_subject079_Lateral_Raise_record0001,-0.7417262661996166,0.5255036620422607,0.24899778223798819,52.84026368530623,89.81481982366847,77.12757381790492,0.8985477628831582,0.583604233335441,0.2993274092948551,52.842032854336566,90.34910571393543,77.49376965831316,1.1124652270091617,Lateral Raise
