record_uid,subject_id,exercise,labelled_reps,n_samples,duration_s,sample_rate_hz,seconds_per_labelled_rep,accel_mag_mean_g,accel_mag_std_g,accel_dynamic_rms_g,gyro_mag_rms_dps,dominant_accel_range_g,tempo_period_s,accel_x_g_rms,accel_y_g_rms,accel_z_g_rms,gyro_x_dps_rms,gyro_y_dps_rms,gyro_z_dps_rms
singleonly_subject058_Chest_Press_(rack)_record0001,247,Chest Press (rack),15,2753,55.03997480430303,50.000022888543334,3.669331653620202,1.0442790090258194,0.06954287206043831,0.08244296024963624,30.685355985407277,0.9781427049266209,3.56,1.0155796709852907,0.1330120647369764,0.21508273352869922,10.230617579785177,25.45481032741727,13.746933006404438
singleonly_subject059_Chest_Press_(rack)_record0001,248,Chest Press (rack),16,3070,61.37953133674091,50.00038177487583,3.836220708546307,1.0211253628723633,0.1144451750627187,0.116378602206872,42.38470253807814,2.1288257330756126,2.4,0.9965057662983287,0.17926745900271318,0.175026114260825,24.848315353514575,24.137294215345563,24.42161463326094
singleonly_subject059_Chest_Press_(rack)_record0002,248,Chest Press (rack),16,2065,41.279930363784615,50.0000843463334,2.5799956477365384,1.0096469564809105,0.09880499526247832,0.09927482489615858,45.60062385620578,1.302872715563403,2.6,1.0008061236602301,0.09804506377419005,0.13387931929048205,32.15588854073132,26.882049563360443,17.965832558060317
singleonly_subject069_Chest_Press_(rack)_record0001,543,Chest Press (rack),9,1919,38.359864824131705,50.00017619440125,4.2622072026813,1.0471484328791132,0.08499557727727769,0.09719682546078312,21.963970249533986,1.228605877932791,0.5,0.9790254581631213,0.36079821547172763,0.12279205437970293,12.569755631336811,10.135592730870513,14.88915687622423
singleonly_subject069_Chest_Press_(rack)_record0002,543,Chest Press (rack),13,1938,38.739863485059004,50.00017619440121,2.9799894988506925,1.0657536463313944,0.21191954857239823,0.22188609030987747,49.70666545973757,10.661976772655628,2.56,1.0025514700744007,0.36101644062431204,0.21283422935797147,23.80500582081233,36.132337704376376,24.464841324117778
singleonly_subject076_Chest_Press_(rack)_record0001,454,Chest Press (rack),20,2098,41.9396427483839,50.00042591161093,2.0969821374191953,1.0275895209574397,0.18338046761724935,0.18544427079363235,46.315374336841515,1.8562490470547075,1.98,0.9766795090699257,0.26245728659428863,0.25842199744130456,26.972499139935742,34.427632455480015,15.242582249025348
singleonly_subject080_Chest_Press_(rack)_record0001,560,Chest Press (rack),15,1859,37.15987201464236,50.00017220909371,2.4773248009761573,1.052579798535337,0.1105799146200347,0.12244408001774025,34.456028972993494,2.0346089141094037,2.32,0.9987602279552446,0.25360346713748966,0.24148589671592954,15.8744157222951,25.72185118996693,16.541077033395208
singleonly_subject081_Chest_Press_(rack)_record0001,536,Chest Press (rack),21,2594,51.85976377307179,50.00022775549966,2.469512560622466,1.0417869322211524,0.11015326991256755,0.11781294740768583,37.3599828492198,1.9164862679655121,2.12,1.0023260805307757,0.2187619954281416,0.21198908618912815,19.771028313423454,16.57679127406739,27.020080476930644
singleonly_subject083_Chest_Press_(rack)_record0001,509,Chest Press (rack),15,2685,53.679847664453064,50.00014189267813,3.5786565109635378,1.0296994327296698,0.07580165245961716,0.08141220313977975,28.71171701049523,2.6426818539948993,3.58,0.9935584451717303,0.2478354364031804,0.13208340081248357,16.537277602311768,12.348420042435523,19.959901443905363
singleonly_subject086_Chest_Press_(rack)_record0001,570,Chest Press (rack),20,3688,73.73936935550046,50.00042761723151,3.686968467775023,1.0508776539139522,0.10577981203024335,0.11737931802895049,38.118412584577456,4.1676753774340645,0.5,0.9948879494700287,0.3114556264293534,0.16948915273157306,27.19343793969944,14.490719363077897,22.43990559980828
singleonly_subject086_Chest_Press_(rack)_record0002,570,Chest Press (rack),21,2879,57.559623209657275,50.000327304386055,2.7409344385551084,1.0174270216035797,0.10629086565436853,0.10771002369105044,39.438575200189625,2.173903175431529,0.5,0.9982435528396663,0.17098436910568313,0.14397793979029494,24.40795648324062,21.922412667201574,21.88745524226524
singleonly_subject087_Chest_Press_(rack)_record0001,576,Chest Press (rack),20,3313,66.23997805067074,50.00001656803784,3.3119989025335372,1.0298982125284237,0.13091355349502284,0.13428425671346958,38.49536026253832,2.0502020514262447,3.0,1.0138172963809746,0.1732553713152421,0.14137097483969321,24.94550497992383,22.422438417145685,18.890441987113988
singleonly_subject089_Chest_Press_(rack)_record0001,579,Chest Press (rack),15,2183,43.639743463130344,50.00029392573065,2.909316230875356,1.0451862509867922,0.11659921948590497,0.12504869156837914,44.94083940924207,1.1357212048169127,2.76,1.0147602498820725,0.2510271608800977,0.11513764369787775,26.58921818582889,13.219485253159904,33.733332665409144
singleonly_subject089_Chest_Press_(rack)_record0002,579,Chest Press (rack),11,1622,32.41980941967654,50.00029392573071,2.947255401788776,1.0449810273440763,0.10971525874085346,0.11857795251015657,41.744610704247066,1.1262152290389904,2.58,1.0107614519084174,0.2635984574249184,0.11357784153982124,21.04061697495925,13.041377251077222,33.61290584816018
singleonly_subject089_Chest_Press_(rack)_record0003,579,Chest Press (rack),14,1604,32.059763223770005,50.000369273204456,2.289983087412143,1.026305231213243,0.15300856262868123,0.15525329441553648,52.67691852886817,1.5008295772869549,2.28,1.0136230163979743,0.12020852846451485,0.18663423631807585,30.99252480034795,38.55070526819983,18.1153050076785
singleonly_subject089_Chest_Press_(rack)_record0004,579,Chest Press (rack),9,1192,23.819824079544787,50.00036927320417,2.646647119949421,1.0169924911481376,0.1333216071651819,0.13440013278463167,46.21622985215554,1.3804282490721387,2.62,0.9983226283287143,0.13488450838386706,0.1928898057277585,27.048772351323606,34.09937071701493,15.541452079427106
singleonly_subject091_Chest_Press_(rack)_record0001,564,Chest Press (rack),20,2300,45.97983730085025,50.000176924451345,2.2989918650425123,1.0325177006184922,0.13409108911495377,0.1379776106241457,34.99624535093373,1.5473508667148026,2.08,1.0279731219411752,0.1295298646528017,0.10279346769164703,17.79112794744558,11.336304363329567,27.923129452164314
singleonly_subject092_Chest_Press_(rack)_record0001,231,Chest Press (rack),21,3218,64.33973441925468,50.000206389370206,3.063796877107366,1.0105779368850023,0.081774724694582,0.08245603887901581,36.018811715955415,0.7329856360590282,3.1,0.9621093704660405,0.1500882388554571,0.28244282950064176,21.382200978162825,22.27846057575424,18.54255843009437
singleonly_subject093_Chest_Press_(rack)_record0002,549,Chest Press (rack),20,2757,55.11993635152908,50.0000577363429,2.7559968175764538,1.0598060217552698,0.08782227727419105,0.10625211820861122,43.29954472420725,1.1843772458168345,2.7,0.9717722265163424,0.1794328620168651,0.3928920257962273,21.970507009807847,30.15088274571269,21.978891343966684
singleonly_subject094_Chest_Press_(rack)_record0001,590,Chest Press (rack),20,2452,49.01978923216393,50.00021498239728,2.4509894616081964,1.0267294807848337,0.1261534428095993,0.12895408592108143,49.762953148872086,1.6277445023701387,0.54,0.9962784533275795,0.15772720327876533,0.22943297632745535,38.9943116303785,28.17434475659096,12.727979576764037
singleonly_subject001_Squat_Rack_Shoulder_Press_record0001,3,Squat Rack Shoulder Press,15,1740,34.77995138474739,50.000069889765044,2.318663425649826,1.0126822131455822,0.17693949365442604,0.1773934129130917,51.72598636082839,1.648021114874901,2.28,0.9663809029797434,0.3132093932163831,0.15760924970698756,29.892165482962017,36.66269063760576,20.925659438857192
singleonly_subject007_Squat_Rack_Shoulder_Press_record0001,81,Squat Rack Shoulder Press,20,5363,107.23937274628202,50.0002924549547,5.361968637314101,0.9917932909437053,0.038209134041220054,0.03908053220869173,33.35090379954735,1.1285544118992825,0.5,0.8396917403851654,0.5136598427795626,0.12722113397439908,22.812458161258856,16.828308873805483,17.569364169920206
singleonly_subject014_Squat_Rack_Shoulder_Press_record0001,23,Squat Rack Shoulder Press,10,1856,37.09976557563482,50.000315937798455,3.7099765575634818,1.0907552006409948,0.10204401152305526,0.1365631236136047,39.619960689585206,1.1488612762764876,3.62,0.9763405145774375,0.4504223173195805,0.20985429151727658,24.160731936124957,26.451036402048206,16.92167221679079
singleonly_subject014_Squat_Rack_Shoulder_Press_record0002,23,Squat Rack Shoulder Press,5,900,17.9798863894855,50.000315937798604,3.5959772778971,1.0887825447730866,0.09681479520779952,0.13135998183432152,40.69165402479061,1.3497847480066438,0.5,0.9852504357150896,0.427560999569819,0.20320852576545528,23.804059643564997,28.102811665255988,17.303451339718617
singleonly_subject015_Squat_Rack_Shoulder_Press_record0001,76,Squat Rack Shoulder Press,15,2182,43.61975197119028,50.00028430790927,2.9079834647460188,1.1052725526149076,0.1421710400790244,0.17690368840476456,48.809287270692316,1.6983768143060756,2.9,1.0260774445981427,0.2750633992931494,0.33666782480253177,24.338433930125134,36.37353241619568,21.609102185649963
singleonly_subject033_Squat_Rack_Shoulder_Press_record0001,502,Squat Rack Shoulder Press,15,2122,42.4198256011548,50.000205562897456,2.82798837341032,1.0331227867051624,0.11335571791833958,0.11809588385671131,42.64407510402856,0.9907488709002992,0.5,1.0244550557391068,0.13149118752104297,0.11573295800726628,20.54923518338159,30.19346684822621,22.013646552562925
singleonly_subject053_Squat_Rack_Shoulder_Press_record0001,533,Squat Rack Shoulder Press,14,4139,82.75976211403099,50.00014372079072,5.911411579573643,1.0432052544113206,0.06575727022212757,0.07868108156229711,30.393467152577834,1.1286615752992257,5.22,1.000937111018953,0.16220432063247925,0.25380283601969844,20.095132672814287,15.957883844616477,16.28786148082515
singleonly_subject054_Squat_Rack_Shoulder_Press_record0002,534,Squat Rack Shoulder Press,18,4200,83.97956765939898,50.00025740820837,4.665531536633277,1.021592120149902,0.0717620564846173,0.07494005873676117,41.07686298413547,0.756328233113332,2.08,0.9640008495365036,0.307054887962116,0.15880777869722015,31.280104883841346,15.274020932848762,21.80752153767642
singleonly_subject055_Squat_Rack_Shoulder_Press_record0001,537,Squat Rack Shoulder Press,22,4045,80.87957717320842,50.00026139280543,3.676344416964019,1.0421496398440069,0.1012356644957443,0.1096597095786524,39.153610213807966,1.2257385589897696,0.5,0.9773746782033338,0.3530568147926403,0.1281177408803834,20.78045854399225,15.757482360419912,29.2041004849881
singleonly_subject057_Squat_Rack_Shoulder_Press_record0001,525,Squat Rack Shoulder Press,20,2847,56.91970012343097,50.000263420721105,2.8459850061715484,0.9947307451421957,0.14113684772567717,0.1412351756210098,53.372415771506304,1.165847285942267,2.78,0.9440133404579688,0.22327994632363107,0.26152197560471363,25.08120563386439,45.10822797448599,13.593956680824892
singleonly_subject057_Squat_Rack_Shoulder_Press_record0002,525,Squat Rack Shoulder Press,20,2563,51.23990731411732,50.00009044306239,2.561995365705866,0.9960642297227719,0.1307243525055131,0.13078358698881432,55.93454393103249,0.9423905730549452,2.44,0.9442331453875883,0.275313555264895,0.20459476901932164,22.318301207567746,43.87821207304685,26.556903834099515
singleonly_subject065_Squat_Rack_Shoulder_Press_record0001,528,Squat Rack Shoulder Press,16,4289,85.7598965887305,50.000060291158,5.359993536795656,1.0243937495065139,0.04562630141517806,0.0517379396170278,20.02458946223939,0.6575974791992161,0.5,0.9801160850175825,0.2633309502343782,0.14660690279556757,10.46320777157942,13.500989851244853,10.451255393328227
singleonly_subject066_Squat_Rack_Shoulder_Press_record0001,535,Squat Rack Shoulder Press,5,1000,19.979938426664376,50.00015408790135,3.9959876853328753,1.0053190281645008,0.12384656644901423,0.12396073604906052,32.53728680091977,0.940261780407011,4.16,0.9758432050636239,0.16913005422803304,0.21243677718041942,15.893885394181646,26.85917135755471,9.200236596275126
singleonly_subject066_Squat_Rack_Shoulder_Press_record0002,535,Squat Rack Shoulder Press,13,2446,48.899849302497614,50.00015408790061,3.7615268694228936,1.001130511671525,0.10367377600362031,0.10367993965800854,36.684422522811985,0.9590151271756293,3.8,0.9534901560253105,0.21804271958572136,0.2373277228412847,20.83758743208402,27.70002018615877,12.010440771630568
singleonly_subject067_Squat_Rack_Shoulder_Press_record0001,542,Squat Rack Shoulder Press,20,3345,66.8799092894244,50.00006781601273,3.34399546447122,1.0618815300339313,0.1024608458449418,0.11969773887004409,36.077583853018425,1.0835431325170584,3.2,0.9483879960011925,0.4207492612295331,0.2482355272198317,19.759988490154694,24.94491863127574,16.99664514013169
singleonly_subject068_Squat_Rack_Shoulder_Press_record0001,541,Squat Rack Shoulder Press,20,4129,82.55989300617716,50.00006479769955,4.1279946503088585,1.071137981085675,0.08125858565915386,0.10799800968662292,40.030837184080696,1.101408225458691,4.02,0.9784428768299553,0.24243331449446648,0.3712346388358311,26.032396729767164,27.0806952715438,13.83539626364822
singleonly_subject069_Squat_Rack_Shoulder_Press_record0001,543,Squat Rack Shoulder Press,21,4056,81.09990058187998,50.00006129361399,3.8619000277085704,1.0551229269104399,0.08272878075821839,0.09941120780332095,40.73269718948625,0.9161050556193225,3.7,0.9584079079333176,0.39160282240026756,0.21961319076235045,25.969938892308242,25.60318007295055,18.14365080165029
singleonly_subject071_Squat_Rack_Shoulder_Press_record0001,546,Squat Rack Shoulder Press,20,3990,79.7796174755249,50.00023973822337,3.988980873776245,0.9797202641433966,0.07479632346265265,0.07749682374099835,44.14761261612559,2.567578131474461,4.48,0.8912434821151435,0.2743681420969206,0.3096021062045517,23.937348963600797,18.810516284529935,31.971542055517524
singleonly_subject072_Squat_Rack_Shoulder_Press_record0001,550,Squat Rack Shoulder Press,20,4488,89.73933481839822,50.00037061874992,4.486966740919911,1.0042791342768278,0.05633660395704767,0.056498884374581775,30.75189746809999,0.8783400925324146,4.34,0.9586696120334615,0.25471402520790215,0.16680447480576893,16.711314498159517,10.285445795961735,23.67743166837297
singleonly_subject073_Squat_Rack_Shoulder_Press_record0001,17,Squat Rack Shoulder Press,15,2229,44.55966835367667,50.000372137333585,2.970644556911778,1.0035467712497432,0.10249521597486919,0.10255656431468971,50.13764107155079,1.1194156577777044,3.0,0.8738315868869162,0.48329082675915763,0.1430374982746255,30.054839768009696,34.78604839298788,20.01050963717879
singleonly_subject074_Squat_Rack_Shoulder_Press_record0001,551,Squat Rack Shoulder Press,20,3383,67.63963284454758,50.00027140556282,3.381981642227379,1.054521426301884,0.11409580663980412,0.1264533076624702,52.22870981528941,1.3007816990196097,3.34,0.9092648739818256,0.49575908472326413,0.22911484124716525,29.736586317956803,36.269357687872265,22.980584327505554
singleonly_subject075_Squat_Rack_Shoulder_Press_record0001,547,Squat Rack Shoulder Press,13,2689,53.75997889380949,50.0000196300212,4.1353829918314995,1.0438476275732398,0.1260431312199404,0.1334521838394886,39.607565753535795,1.84067618892644,0.5,1.005891929468009,0.2695737335841037,0.1449695447694476,22.581206584682903,19.63094889332462,25.95138184467663
singleonly_subject076_Squat_Rack_Shoulder_Press_record0001,454,Squat Rack Shoulder Press,14,1377,27.51994145054573,50.00010637641503,1.9657101036104092,1.0089139570810453,0.22049593878995255,0.22067604685081982,55.52175759429285,2.0205027656394803,2.0,0.9909408534592954,0.19304392710689522,0.2174766630429725,24.12817910134799,36.54388025145266,34.13270214589196
singleonly_subject077_Squat_Rack_Shoulder_Press_record0001,556,Squat Rack Shoulder Press,15,2029,40.55998431991088,50.00001932950589,2.7039989546607255,1.047814221186564,0.12066379012517799,0.1297919488837835,57.04249472657043,1.2705832317053964,2.6,0.9769281858314665,0.347497338839756,0.19321312480136096,29.25504154472103,20.41826130120289,44.50936254635941
singleonly_subject078_Squat_Rack_Shoulder_Press_record0001,559,Squat Rack Shoulder Press,15,2564,51.25985225820705,50.00014411063088,3.41732348388047,1.0161075658807561,0.09239022132592788,0.09378382949771691,47.51444273076611,1.0749046479048654,3.32,0.9876094921059313,0.14604511876576112,0.21049668126535412,29.19511005714516,20.278828933858243,31.528350953352252
singleonly_subject079_Squat_Rack_Shoulder_Press_record0001,555,Squat Rack Shoulder Press,15,3950,78.9796654807285,50.00021177556873,5.265311032048567,1.055904305477942,0.16627176294162163,0.17541833006469387,65.95211247841289,4.921173945923381,0.5,0.9672541424157515,0.4112602192619138,0.19458843108155668,39.746425771365516,30.540888739641854,42.86206823940457
singleonly_subject080_Squat_Rack_Shoulder_Press_record0001,560,Squat Rack Shoulder Press,15,2626,52.499730904718945,50.00025628253366,3.499982060314596,1.0365485893017747,0.10901601765371101,0.11497952637328109,36.8907171667887,2.7643948048688403,3.02,0.9881869315663753,0.3036015118029301,0.13277868955890837,21.06986103848763,20.28345164971753,22.484829509524648
singleonly_subject081_Squat_Rack_Shoulder_Press_record0001,536,Squat Rack Shoulder Press,15,2694,53.85998039615356,50.0000181988986,3.5906653597435705,1.038238221211283,0.08856261495070797,0.0964650109019347,38.273235914836825,1.0427419274658014,3.84,1.008718322907709,0.22648855410002863,0.13027747557737454,27.560892913998053,22.541436933182577,14.039992527178923
singleonly_subject082_Squat_Rack_Shoulder_Press_record0001,567,Squat Rack Shoulder Press,15,2105,42.07980094450443,50.00023652143202,2.805320062966962,1.0322468540294765,0.12643600591245702,0.13048342111507205,38.984081587823496,1.188119269820159,2.32,0.8977220950587768,0.5092370592359883,0.12764125034176674,19.703507477050984,13.430439647434403,30.84077984138042
singleonly_subject083_Squat_Rack_Shoulder_Press_record0001,509,Squat Rack Shoulder Press,15,3909,78.15997289480413,50.00001733956325,5.210664859653608,1.011475213819801,0.06215886628680611,0.06320921760527651,34.67752892738968,1.0791423745252602,5.2,0.9571629681537908,0.2321982118835799,0.23847195982539968,23.988534509453377,18.99097234888583,16.322505746439983
singleonly_subject085_Squat_Rack_Shoulder_Press_record0001,530,Squat Rack Shoulder Press,12,2020,40.379536192597925,50.000574309967135,3.3649613493831603,1.0000976116581004,0.0856687189454185,0.0856687745551721,42.783223285747205,1.051400003631598,3.3,0.962421622888588,0.2517217439341739,0.13384747168781486,17.98345383589062,28.941097576542692,25.873006279045487
singleonly_subject088_Squat_Rack_Shoulder_Press_record0001,561,Squat Rack Shoulder Press,15,3022,60.41949791764432,50.00041549696123,4.027966527842954,1.0235419096355547,0.07308261420751198,0.07678079192540702,35.14498849316534,2.617590034657836,0.5,0.940381767647387,0.38667037473272553,0.13837363065349995,17.991965561593908,8.471246579236935,28.977532207020484
singleonly_subject001_Lateral_Raise_record0001,3,Lateral Raise,15,1451,28.999959463992866,50.000069889765165,1.9333306309328577,1.027496355553044,0.3157665026238436,0.31696140734795025,209.18209952633904,2.8202321820474854,1.94,0.7792401750136227,0.6204367498232666,0.404104236512761,45.056045914865514,48.40701985785901,198.45368204506963
singleonly_subject007_Lateral_Raise_record0001,81,Lateral Raise,20,3393,67.83960319943844,50.00029245495466,3.391980159971922,1.0119341671157833,0.14839229438545593,0.14887141222453446,83.16225118833124,1.567044062371794,3.48,0.8556501639227749,0.5271566566255255,0.18973583732025942,37.1930834636514,20.814666385601832,71.4099728919782
singleonly_subject014_Lateral_Raise_record0001,23,Lateral Raise,10,1339,26.759830911158815,50.000315937798234,2.6759830911158815,0.9870051483102559,0.19267327802762993,0.19311099978082766,109.82044329950354,1.9089227794138717,2.68,0.6874129119763787,0.6866935497575292,0.2592635956443209,42.18780270249356,24.86183982733383,98.29856555430982
singleonly_subject015_Lateral_Raise_record0001,76,Lateral Raise,14,1337,26.71984806671719,50.00028430790929,1.9085605761940851,1.0191126437010591,0.14470860212790387,0.1459653132735843,128.4790564862908,1.597672589526184,1.9,0.6238614210450851,0.7927861249346868,0.2044951039116185,47.860862564909844,53.768245742949595,106.41983621428899
singleonly_subject033_Lateral_Raise_record0001,502,Lateral Raise,15,1233,24.639898699020705,50.00020556289726,1.642659913268047,1.079064874842434,0.26195882525054703,0.2736305548737136,155.20099330039127,2.246086132340339,1.64,0.7862884495066763,0.7414230738477741,0.25504064378814173,66.56646478531054,94.09566850884238,103.93391773279865
singleonly_subject053_Lateral_Raise_record0001,533,Lateral Raise,18,3701,73.99978729384111,50.00014372079074,4.111099294102284,1.02241888499774,0.1392207243017667,0.14101424211635658,71.4479787248961,2.158375313769331,4.14,0.7696716525566099,0.6345825608572908,0.263881236888322,35.24184371383023,16.657426770762587,59.87784439089181
singleonly_subject054_Lateral_Raise_record0001,534,Lateral Raise,20,3019,60.359689258411095,50.000257408207965,3.0179844629205546,1.0780585929631576,0.22798101797969883,0.2409740411215442,91.78092191954705,1.841477234869537,1.12,0.7546201981461317,0.7742569756345088,0.21274436926029125,44.03589700923671,47.26097999345177,65.19951819647473
singleonly_subject055_Lateral_Raise_record0002,537,Lateral Raise,20,4485,89.67953116831524,50.00026139280539,4.483976558415762,1.042987732387959,0.15833826535139903,0.16406995889055626,78.32447761310875,1.9324373718197745,0.5,0.8954904291200783,0.4923848233465185,0.2618176718226305,19.36297798217998,45.7467098228188,60.55606837811386
singleonly_subject057_Lateral_Raise_record0001,525,Lateral Raise,20,1905,38.07979937983555,50.000263420721375,1.9039899689917774,0.9827704880013469,0.1528007327117001,0.15376904760368437,123.29453223784303,1.6013074169880537,1.88,0.4762218100899763,0.6186643885744172,0.6161599288399944,29.918181110295404,20.12835310196554,117.90374684547845
singleonly_subject057_Lateral_Raise_record0002,525,Lateral Raise,14,1424,28.459948519901957,50.00009044306248,2.0328534657072828,0.9875210176938152,0.13926976743171796,0.13982772657768158,104.60007789791108,1.5178031999426949,2.04,0.47088916386316737,0.810529553569916,0.34043951981741644,37.517094773205216,20.581063051301797,95.44665389475811
singleonly_subject065_Lateral_Raise_record0001,528,Lateral Raise,5,887,17.71997863283923,50.0000602911584,3.5439957265678457,0.9848025280343327,0.1145440162981971,0.11554780319793571,53.030900765171616,1.206769672048864,3.7,0.7205856472454522,0.5498820348640098,0.4016745244724925,22.88458028322615,32.99341100746846,34.64112081498398
singleonly_subject066_Lateral_Raise_record0001,535,Lateral Raise,15,3817,76.3197648009533,50.00015408790064,5.087984320063553,1.000874268312758,0.12087565912707827,0.12087882078548051,53.94554165272979,1.4627658352665098,5.1,0.8226881297308192,0.3793013557156695,0.4423516120602098,21.238624421555283,40.81427187145747,28.16447245181908
singleonly_subject067_Lateral_Raise_record0001,542,Lateral Raise,20,2561,51.19993055649729,50.000067816012596,2.5599965278248646,1.0135333853379571,0.24773086304792308,0.2481002479345284,124.83120664778724,2.221323533786448,2.56,0.7440757892752617,0.7002688045740494,0.21117605180492668,44.831387729459195,54.45451632508817,102.99360406935065
singleonly_subject068_Lateral_Raise_record0001,541,Lateral Raise,20,2614,52.259932273532286,50.000064797699466,2.6129966136766143,1.0073293925088898,0.16163970771538666,0.16180579441066073,106.24018739293697,1.5201169333653088,2.64,0.6346420138598232,0.7573830614344217,0.2538509653690836,35.71299423000196,69.27982857641533,72.19324631041822
singleonly_subject069_Lateral_Raise_record0001,543,Lateral Raise,14,2486,49.699939074222414,50.00006129361396,3.549995648158744,0.9881859432361435,0.12391181548639482,0.1244737319853228,93.9639699595369,1.9099539819594495,3.18,0.6842870407408148,0.663194181579452,0.2894655762262249,21.004992752839495,34.90069895469383,84.67561126135286
singleonly_subject070_Lateral_Raise_record0001,545,Lateral Raise,9,800,15.979963367444157,50.00011462027478,1.775551485271573,1.0085550904654161,0.2553002628939414,0.25544356285995357,130.6757329783956,1.6106724737573481,1.7,0.7955936864065394,0.6458057060889629,0.17979786113969293,24.637756969792612,115.5351365164827,55.86376599421206
singleonly_subject070_Lateral_Raise_record0002,545,Lateral Raise,9,760,15.179965201364382,50.00011462027467,1.686662800151598,1.0252038319644723,0.25940186669950493,0.2606234095258541,125.49541946146942,1.767971534141908,1.58,0.8438138609948045,0.6208689116675178,0.14433359982920935,20.847099612152682,114.2151984155528,47.63808554577994
singleonly_subject071_Lateral_Raise_record0001,546,Lateral Raise,15,2312,46.21977838704902,50.00023973822324,3.081318559136601,1.010698627942405,0.1431664607070627,0.14356565087525966,113.97753374955138,2.075880920166783,3.18,0.7733341301336565,0.6202848976761994,0.24332965475111082,24.5928378302388,100.79948884127182,47.17556122002171
singleonly_subject072_Lateral_Raise_record0001,550,Lateral Raise,15,1942,38.819712253735474,50.00037061874988,2.587980816915698,0.9634291133580593,0.15472055535273949,0.1589838985508841,86.29276061912137,1.492950132762904,2.62,0.7356083406051024,0.5961604446232143,0.23581178981004164,18.045436143282863,53.53834623250228,65.22613166788592
