record_uid,gravity_mag,tilt_vertical_rms,tilt_horizontal_rms,exercise
singleonly_subject075_Squat_Rack_Shoulder_Press_record0001,1.016995507830289,0.12479783803015053,0.11556749215810626,Squat Rack Shoulder Press
singleonly_subject076_Squat_Rack_Shoulder_Press_record0001,0.9880798462722016,0.23672589548755474,0.11889590070582208,Squat Rack Shoulder Press
singleonly_subject077_Squat_Rack_Shoulder_Press_record0001,1.0185087128082055,0.12262172751857518,0.11080147717374647,Squat Rack Shoulder Press
singleonly_subject078_Squat_Rack_Shoulder_Press_record0001,0.9965312253733162,0.09006995590364755,0.08673679145170012,Squat Rack Shoulder Press
singleonly_subject079_Squat_Rack_Shoulder_Press_record0001,0.6337965637761732,0.6480047109627329,0.29516798732066235,Squat Rack Shoulder Press
singleonly_subject080_Squat_Rack_Shoulder_Press_record0001,1.015949656446323,0.12444561853691863,0.1029026451595916,Squat Rack Shoulder Press
singleonly_subject081_Squat_Rack_Shoulder_Press_record0001,1.0263671566888333,0.08716488982967183,0.0800051737673677,Squat Rack Shoulder Press
singleonly_subject082_Squat_Rack_Shoulder_Press_record0001,1.0240928155240938,0.1254527801449509,0.07509293759491452,Squat Rack Shoulder Press
singleonly_subject083_Squat_Rack_Shoulder_Press_record0001,0.9856390341918486,0.06256193413943782,0.08476859429662016,Squat Rack Shoulder Press
singleonly_subject085_Squat_Rack_Shoulder_Press_record0001,0.982108441624371,0.08483101883926526,0.09120553518998771,Squat Rack Shoulder Press
singleonly_subject088_Squat_Rack_Shoulder_Press_record0001,1.002652015850152,0.10934613612576599,0.11833434843733823,Squat Rack Shoulder Press
singleonly_subject001_Lateral_Raise_record0001,0.6722422825475941,0.6097627276709524,0.237098260771146,Lateral Raise
singleonly_subject007_Lateral_Raise_record0001,0.8811830958741217,0.2614262863738236,0.1842637014099293,Lateral Raise
singleonly_subject014_Lateral_Raise_record0001,0.7213255616298041,0.3414585832757468,0.21447477438025905,Lateral Raise
singleonly_subject015_Lateral_Raise_record0001,0.8671000968768147,0.21284574490578118,0.19751238212229857,Lateral Raise
singleonly_subject033_Lateral_Raise_record0001,0.9182214190462467,0.47611054635242317,0.17591597949301233,Lateral Raise
singleonly_subject053_Lateral_Raise_record0001,0.8408096962244908,0.25560351905051,0.22462378254173057,Lateral Raise
singleonly_subject054_Lateral_Raise_record0001,0.9521270810458272,0.3311167481965661,0.1959988755704934,Lateral Raise
singleonly_subject055_Lateral_Raise_record0001,1.038011771875494,0.08827384854294407,0.14208236986396885,Lateral Raise
singleonly_subject055_Lateral_Raise_record0002,0.8891100238925425,0.34034806380402344,0.20679125368762744,Lateral Raise
singleonly_subject057_Lateral_Raise_record0001,0.8561675256604401,0.23251410431466052,0.18925411712544327,Lateral Raise
singleonly_subject057_Lateral_Raise_record0002,0.8654299478684928,0.2132215408924247,0.18427568932076946,Lateral Raise
singleonly_subject065_Lateral_Raise_record0001,0.8853669114670731,0.18597879160229164,0.16392815119112322,Lateral Raise
singleonly_subject066_Lateral_Raise_record0001,0.8088635218619304,0.2616810623295076,0.20376525033990228,Lateral Raise
singleonly_subject067_Lateral_Raise_record0001,0.8434874977934322,0.38686326911156577,0.1758975506906965,Lateral Raise
singleonly_subject068_Lateral_Raise_record0001,0.8929783554245481,0.24459745426120422,0.15989321782494473,Lateral Raise
singleonly_subject069_Lateral_Raise_record0001,0.7118650651028514,0.22348851952886445,0.23940269268470124,Lateral Raise
singleonly_subject070_Lateral_Raise_record0001,0.9162160151252896,0.3433281950469766,0.13593996454254326,Lateral Raise
singleonly_subject070_Lateral_Raise_record0002,0.941601971403126,0.34728123035274855,0.15927236746299567,Lateral Raise
singleonly_subject071_Lateral_Raise_record0001,0.8138244704827393,0.31463604807730094,0.18898422570784498,Lateral Raise
singleonly_subject072_Lateral_Raise_record0001,0.8346493478289888,0.2645983921131994,0.17477234429491298,Lateral Raise
singleonly_subject073_Lateral_Raise_record0001,0.7701375460997223,0.353145211619759,0.18300134350642608,Lateral Raise
singleonly_subject074_Lateral_Raise_record0001,0.7952611180001541,0.29956644165493557,0.20279809118349154,Lateral Raise
singleonly_subject075_Lateral_Raise_record0001,0.7844618291955815,0.47949493429624773,0.17930749886499564,Lateral Raise
singleonly_subject076_Lateral_Raise_record0001,0.938151185533722,0.37500888502306945,0.17527025701245225,Lateral Raise
singleonly_subject077_Lateral_Raise_record0001,0.7754019191860219,0.4216983535761628,0.21336807726047785,Lateral Raise
singleonly_subject078_Lateral_Raise_record0001,0.7854699519132509,0.368743575932906,0.2157828368026085,Lateral Raise
singleonly_subject078_Lateral_Raise_record0002,0.7818130303578321,0.37526745589610905,0.220954636004222,Lateral Raise
singleonly_subject079_Lateral_Raise_record0001,0.9425029699421046,0.4633767142300577,0.12543382036911865,Lateral Raise
singleonly_subject080_Lateral_Raise_record0001,1.0246258571707636,0.14528513462556983,0.1459337485730435,Lateral Raise
singleonly_subject081_Lateral_Raise_record0001,0.7672375978363511,0.34959258096403534,0.22519432890050955,Lateral Raise
singleonly_subject081_Lateral_Raise_record0002,0.8323782951890899,0.30698988879304906,0.20924530496237606,Lateral Raise
singleonly_subject082_Lateral_Raise_record0001,0.7956893158424028,0.37188475136349775,0.21535869695608809,Lateral Raise
singleonly_subject083_Lateral_Raise_record0001,0.8290544071717225,0.22929624042281035,0.19101188766052568,Lateral Raise
singleonly_subject085_Lateral_Raise_record0001,0.850220152676317,0.341197209447443,0.16510140460950054,Lateral Raise
singleonly_subject088_Lateral_Raise_record0001,0.9906616410673347,0.22144408674339686,0.1441188532123729,Lateral Raise
