record_uid,aX_rms,aYZPC1_rms,gPC1_rms,exercise
singleonly_subject091_Chest_Press_(rack)_record0001,1.0279731219411752,0.13585114716611166,28.930634396224246,Chest Press (rack)
singleonly_subject092_Chest_Press_(rack)_record0001,0.9621093704660405,0.14027504469699967,30.34133342028262,Chest Press (rack)
singleonly_subject093_Chest_Press_(rack)_record0001,0.9709031828582803,0.18311527609465586,37.3169799360079,Chest Press (rack)
singleonly_subject093_Chest_Press_(rack)_record0002,0.9717722265163424,0.2055028082094373,38.04113855924986,Chest Press (rack)
singleonly_subject094_Chest_Press_(rack)_record0001,0.9962784533275795,0.20792526110046974,44.16992015890745,Chest Press (rack)
singleonly_subject001_Squat_Rack_Shoulder_Press_record0001,0.9663809029797434,0.16919900706596586,41.10123379548549,Squat Rack Shoulder Press
singleonly_subject007_Squat_Rack_Shoulder_Press_record0001,0.8396917403851654,0.20956316220570384,23.898555528425387,Squat Rack Shoulder Press
singleonly_subject014_Squat_Rack_Shoulder_Press_record0001,0.9763405145774375,0.19830578655436412,28.062154200398894,Squat Rack Shoulder Press
singleonly_subject014_Squat_Rack_Shoulder_Press_record0002,0.9852504357150896,0.1745526263735913,30.607494597284838,Squat Rack Shoulder Press
singleonly_subject015_Squat_Rack_Shoulder_Press_record0001,1.0260774445981427,0.175759398468948,38.66493773425728,Squat Rack Shoulder Press
singleonly_subject033_Squat_Rack_Shoulder_Press_record0001,1.0244550557391068,0.15262803931846913,36.45912390813458,Squat Rack Shoulder Press
singleonly_subject053_Squat_Rack_Shoulder_Press_record0001,1.000937111018953,0.16946627101594783,20.05537698140361,Squat Rack Shoulder Press
singleonly_subject054_Squat_Rack_Shoulder_Press_record0001,0.9725285358728945,0.14783754018058087,16.40111439648366,Squat Rack Shoulder Press
singleonly_subject054_Squat_Rack_Shoulder_Press_record0002,0.9640008495365036,0.11909991841830023,33.74377048157705,Squat Rack Shoulder Press
singleonly_subject055_Squat_Rack_Shoulder_Press_record0001,0.9773746782033338,0.1441947584644999,29.36243510592125,Squat Rack Shoulder Press
singleonly_subject057_Squat_Rack_Shoulder_Press_record0001,0.9440133404579688,0.17699976327535352,46.1419812870037,Squat Rack Shoulder Press
singleonly_subject057_Squat_Rack_Shoulder_Press_record0002,0.9442331453875883,0.20978919692563006,49.226685259559844,Squat Rack Shoulder Press
singleonly_subject065_Squat_Rack_Shoulder_Press_record0001,0.9801160850175825,0.10186863728899843,14.714967227024509,Squat Rack Shoulder Press
singleonly_subject066_Squat_Rack_Shoulder_Press_record0001,0.9758432050636239,0.14193317697373148,28.231615915602493,Squat Rack Shoulder Press
singleonly_subject066_Squat_Rack_Shoulder_Press_record0002,0.9534901560253105,0.13671962831735235,28.63173280795777,Squat Rack Shoulder Press
singleonly_subject067_Squat_Rack_Shoulder_Press_record0001,0.9483879960011925,0.11921405819486186,29.03453811795227,Squat Rack Shoulder Press
singleonly_subject068_Squat_Rack_Shoulder_Press_record0001,0.9784428768299553,0.19564450505484385,31.994895322771086,Squat Rack Shoulder Press
singleonly_subject069_Squat_Rack_Shoulder_Press_record0001,0.9584079079333176,0.17139698116521274,28.774535036015642,Squat Rack Shoulder Press
singleonly_subject071_Squat_Rack_Shoulder_Press_record0001,0.8912434821151435,0.2335904708085462,36.629707748693114,Squat Rack Shoulder Press
singleonly_subject072_Squat_Rack_Shoulder_Press_record0001,0.9586696120334615,0.1401576115925259,24.15425114552233,Squat Rack Shoulder Press
singleonly_subject073_Squat_Rack_Shoulder_Press_record0001,0.8738315868869162,0.1828631631908162,36.01500176763977,Squat Rack Shoulder Press
singleonly_subject074_Squat_Rack_Shoulder_Press_record0001,0.9092648739818256,0.22358703974410732,43.22270751074598,Squat Rack Shoulder Press
singleonly_subject075_Squat_Rack_Shoulder_Press_record0001,1.005891929468009,0.1960087584287843,29.56540727271728,Squat Rack Shoulder Press
singleonly_subject076_Squat_Rack_Shoulder_Press_record0001,0.9909408534592954,0.16628636225119622,42.42810782943381,Squat Rack Shoulder Press
singleonly_subject077_Squat_Rack_Shoulder_Press_record0001,0.9769281858314665,0.230723373732864,48.69819261450255,Squat Rack Shoulder Press
singleonly_subject078_Squat_Rack_Shoulder_Press_record0001,0.9876094921059313,0.15025799213907298,33.555656878505886,Squat Rack Shoulder Press
singleonly_subject079_Squat_Rack_Shoulder_Press_record0001,0.9672541424157515,0.2850331280354327,43.69161812993408,Squat Rack Shoulder Press
singleonly_subject080_Squat_Rack_Shoulder_Press_record0001,0.9881869315663753,0.15045543361546485,26.980651794361652,Squat Rack Shoulder Press
singleonly_subject081_Squat_Rack_Shoulder_Press_record0001,1.008718322907709,0.13537323548002672,30.49150185404639,Squat Rack Shoulder Press
singleonly_subject082_Squat_Rack_Shoulder_Press_record0001,0.8977220950587768,0.13277022937656466,31.341583698979083,Squat Rack Shoulder Press
singleonly_subject083_Squat_Rack_Shoulder_Press_record0001,0.9571629681537908,0.18501003251727743,23.571381575215316,Squat Rack Shoulder Press
singleonly_subject085_Squat_Rack_Shoulder_Press_record0001,0.962421622888588,0.17679909766413357,38.50517537059881,Squat Rack Shoulder Press
singleonly_subject088_Squat_Rack_Shoulder_Press_record0001,0.940381767647387,0.15595217848014,30.162381449540526,Squat Rack Shoulder Press
singleonly_subject001_Lateral_Raise_record0001,0.7792401750136227,0.4277561557924929,199.80877166687392,Lateral Raise
singleonly_subject007_Lateral_Raise_record0001,0.8556501639227749,0.3263070053811547,72.3647292140889,Lateral Raise
singleonly_subject014_Lateral_Raise_record0001,0.6874129119763787,0.23467648676707317,104.13956278849852,Lateral Raise
singleonly_subject015_Lateral_Raise_record0001,0.6238614210450851,0.21784775280884408,121.64606167612222,Lateral Raise
singleonly_subject033_Lateral_Raise_record0001,0.7862884495066763,0.2609653118286788,152.73761913435237,Lateral Raise
singleonly_subject053_Lateral_Raise_record0001,0.7696716525566099,0.35141911077985083,68.66133081208623,Lateral Raise
singleonly_subject054_Lateral_Raise_record0001,0.7546201981461317,0.27900876714300427,82.48966691401326,Lateral Raise
singleonly_subject055_Lateral_Raise_record0001,0.9724250401976638,0.24753240439543187,40.582464190560344,Lateral Raise
singleonly_subject055_Lateral_Raise_record0002,0.8954904291200783,0.3159750537228727,75.59117357870157,Lateral Raise
singleonly_subject057_Lateral_Raise_record0001,0.4762218100899763,0.19583122874351813,120.34006798728296,Lateral Raise
singleonly_subject057_Lateral_Raise_record0002,0.47088916386316737,0.16806792360304387,100.33776393178519,Lateral Raise
singleonly_subject065_Lateral_Raise_record0001,0.7205856472454522,0.21522705654000124,49.67092103233695,Lateral Raise
singleonly_subject066_Lateral_Raise_record0001,0.8226881297308192,0.3579684086275334,49.3814755529177,Lateral Raise
singleonly_subject067_Lateral_Raise_record0001,0.7440757892752617,0.30054504632459766,120.66153262684288,Lateral Raise
singleonly_subject068_Lateral_Raise_record0001,0.6346420138598232,0.3054391527222439,98.15702871295504,Lateral Raise
singleonly_subject069_Lateral_Raise_record0001,0.6842870407408148,0.313254379329998,85.49488373513137,Lateral Raise
singleonly_subject070_Lateral_Raise_record0001,0.7955936864065394,0.19377058355703755,126.3161055169901,Lateral Raise
singleonly_subject070_Lateral_Raise_record0002,0.8438138609948045,0.17427870280171148,122.90227254675817,Lateral Raise
singleonly_subject071_Lateral_Raise_record0001,0.7733341301336565,0.2563429406264292,110.38235875006508,Lateral Raise
singleonly_subject072_Lateral_Raise_record0001,0.7356083406051024,0.21600435599204995,83.8529737406221,Lateral Raise
singleonly_subject073_Lateral_Raise_record0001,0.6641121850147053,0.3086411259582565,119.43694423813638,Lateral Raise
singleonly_subject074_Lateral_Raise_record0001,0.794499507932314,0.29681093793190283,87.47865124524944,Lateral Raise
singleonly_subject075_Lateral_Raise_record0001,0.6373203637724454,0.32939273823264525,136.35493932388565,Lateral Raise
singleonly_subject076_Lateral_Raise_record0001,0.784439015575183,0.17329647691352623,165.41026097513335,Lateral Raise
singleonly_subject077_Lateral_Raise_record0001,0.7816032955712655,0.3268339198008459,102.33941096122247,Lateral Raise
singleonly_subject078_Lateral_Raise_record0001,0.7893456996532615,0.2783071317828394,96.08876049163499,Lateral Raise
singleonly_subject078_Lateral_Raise_record0002,0.7952920589113781,0.29110280582523607,104.02737252941598,Lateral Raise
singleonly_subject079_Lateral_Raise_record0001,0.8985477628831582,0.2624609525896606,119.28971416599829,Lateral Raise
singleonly_subject080_Lateral_Raise_record0001,0.9172048727280441,0.22224397598196838,77.89549812306902,Lateral Raise
singleonly_subject081_Lateral_Raise_record0001,0.7081349602432033,0.26068686285173287,127.5084122048261,Lateral Raise
singleonly_subject081_Lateral_Raise_record0002,0.7085181856242555,0.22635755040223135,122.06142553701575,Lateral Raise
singleonly_subject082_Lateral_Raise_record0001,0.757462984399304,0.26277190152028207,121.0462710951196,Lateral Raise
singleonly_subject083_Lateral_Raise_record0001,0.749661641640881,0.2934352627055598,59.33650468999223,Lateral Raise
singleonly_subject085_Lateral_Raise_record0001,0.7179940254602393,0.27892963404723947,104.84207299108454,Lateral Raise
singleonly_subject088_Lateral_Raise_record0001,0.6376893934792682,0.266524653307208,89.83205976345968,Lateral Raise
