record_uid,subject_id,axis,rep_index,labelled_reps,detected_reps,push_duration_s,half,rise_fraction,progress_rate_per_s,dynamic_accel_rms_g,mean_abs_dynamic_accel_g,peak_dynamic_accel_g
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,6,20,20,1.14,first,0.590229273016953,1.0354899526613213,0.19335117556755685,0.16559454696128098,0.3718347239975527
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,6,20,20,1.14,second,0.40977072698304695,0.7188960122509597,0.17341357569675284,0.159355952134996,0.2851317505017352
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,7,20,20,1.18,first,0.46595735272387917,0.7897582249557275,0.167478644069338,0.14654509990418546,0.29472733844287813
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,7,20,20,1.18,second,0.5340426472761208,0.9051570292815607,0.16078741299966876,0.13765894844550597,0.28345078872475926
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,8,20,20,1.16,first,0.5272741850714802,0.9090934225370348,0.16126060424685976,0.13711595900945003,0.3359235796691171
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,8,20,20,1.16,second,0.47272581492851984,0.815044508497448,0.1599433813403376,0.14513354804955636,0.2907017030990624
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,9,20,20,1.12,first,0.4892627898935705,0.8736835533813758,0.18468754972552143,0.15505137821952936,0.3549696689377049
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,9,20,20,1.12,second,0.5107372101064295,0.9120307323329097,0.17382138409903328,0.1496013889715434,0.3157514476986427
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,10,20,20,1.2,first,0.6286005649093034,1.0476676081821723,0.19585224549753533,0.17036411142764002,0.3626873739064249
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,10,20,20,1.2,second,0.3713994350906966,0.6189990584844944,0.19426401274919397,0.17788068996137674,0.3066110001923128
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,11,20,20,1.12,first,0.5467295789687286,0.9763028195870154,0.1683405356918317,0.14981323937389684,0.2779994082255216
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,11,20,20,1.12,second,0.45327042103127135,0.8094114661272702,0.1672045442524064,0.1521507257616205,0.30283091688249564
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,12,20,20,1.14,first,0.4800746015179973,0.8422361430140304,0.19130528293737284,0.16280129849896505,0.372722672647146
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,12,20,20,1.14,second,0.5199253984820027,0.9121498218982504,0.1654033544230703,0.14337730959442777,0.30346210841880805
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,13,20,20,1.14,first,0.477566869440031,0.8378366130526861,0.185118973824194,0.16551810062449757,0.330757974971869
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,13,20,20,1.14,second,0.522433130559969,0.9165493518595947,0.16480503276143374,0.14018239463721788,0.31166621237703596
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,14,20,20,1.16,first,0.4923947459680801,0.8489564585656554,0.17682569155813427,0.15550327873901945,0.2835145821525201
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,14,20,20,1.16,second,0.5076052540319199,0.8751814724688275,0.17319078916140587,0.15322155865640877,0.26542580678255145
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,15,20,20,1.04,first,0.4873510689957514,0.9372135942225989,0.201795959549584,0.17361929911840318,0.3657590681081302
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,15,20,20,1.04,second,0.5126489310042486,0.9858633288543242,0.18406802616645992,0.16608202824880444,0.3106124495146869
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,16,20,20,1.12,first,0.5736385019862781,1.0243544678326393,0.17377177098707666,0.14139179440509841,0.36866083754362633
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,16,20,20,1.12,second,0.4263614980137219,0.7613598178816462,0.17107337605638123,0.15475052046426857,0.27995392925799956
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,17,20,20,1.02,first,0.48193076920114264,0.9449622925512601,0.19555376204657762,0.16523138380477725,0.32959820036030385
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,17,20,20,1.02,second,0.5180692307988574,1.0158220211742301,0.1845558462554069,0.16013811868365765,0.3501526006800797
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,18,20,20,1.0,first,0.5129251654244599,1.0258503308489197,0.2061504261056948,0.1758084899260431,0.3600045266359134
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,18,20,20,1.0,second,0.4870748345755401,0.9741496691510803,0.16775267293195414,0.1473778495429682,0.2906568249733701
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,19,20,20,1.06,first,0.5497343232382036,1.037234572147554,0.19385911554740887,0.16506617564670759,0.419081010602924
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,19,20,20,1.06,second,0.4502656767617964,0.8495578806826347,0.15922568772223805,0.1446320179834312,0.2986898876519464
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,20,20,20,0.5,first,0.8669361859516556,3.4677447438066222,0.32716062787365807,0.28301293548930845,0.6107589253584145
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,20,20,20,0.5,second,0.13306381404834444,0.5322552561933778,0.1972159519737306,0.18400406412491038,0.34825407323255475
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,1,15,14,1.06,first,0.5071128138711467,0.9568166299455598,0.1384041130116649,0.13132394577208573,0.2198873199962197
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,1,15,14,1.06,second,0.4928871861288533,0.9299758228846288,0.13886733732882803,0.1037675396916338,0.38591455415703035
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,2,15,14,1.08,first,0.42452408599095093,0.7861557147980572,0.15362619740538566,0.14871784961634288,0.21745095016205807
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,2,15,14,1.08,second,0.5754759140090491,1.0656961370537945,0.08968085279737859,0.07593932377325252,0.24773328448653154
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,3,15,14,0.76,first,0.7715275695617209,2.0303357093729497,0.138371609273889,0.13073825767799857,0.19916367459993878
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,3,15,14,0.76,second,0.22847243043827914,0.6012432379954714,0.06494847184251949,0.059804865148439926,0.11762246877726013
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,4,15,14,0.76,first,0.6855193234895178,1.8039982197092574,0.11497177080732845,0.10557770249890061,0.20379993262096607
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,4,15,14,0.76,second,0.31448067651048217,0.8275807276591636,0.1151726785850841,0.09081978356444224,0.27801368919741987
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,5,15,14,1.06,first,0.6351682288741387,1.1984306205172428,0.14252098365415605,0.1367411759940601,0.22135504617497515
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,5,15,14,1.06,second,0.3648317711258613,0.6883618323129458,0.12050752558169565,0.09132390748703365,0.3300799478914058
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,6,15,14,1.18,first,0.5925047623765386,1.004245359960235,0.12805789423029032,0.11824989396526239,0.21086713149550307
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,6,15,14,1.18,second,0.4074952376234614,0.6906698942770533,0.0986532590747537,0.07302562968988964,0.2992537348873341
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,7,15,14,0.96,first,0.6881985514355485,1.433746982157393,0.1162865316939158,0.1039322037626239,0.2209078570702001
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,7,15,14,0.96,second,0.31180144856445147,0.6495863511759405,0.12851688798761832,0.10014831394970765,0.3780642822928548
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,8,15,14,1.36,first,0.3730630049279609,0.5486220660705307,0.12264994972194132,0.1013040702515579,0.23771785170535997
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,8,15,14,1.36,second,0.6269369950720391,0.9219661692235869,0.1170047828183379,0.0914607078697317,0.38011012313696424
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,9,15,14,1.12,first,0.7786575830976906,1.3904599698173046,0.12076772283274707,0.11072892446285186,0.19228558227270787
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,9,15,14,1.12,second,0.22134241690230938,0.395254315896981,0.09919933035400828,0.07560478907279515,0.2640745284581907
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,10,15,14,1.18,first,0.518160748753104,0.878238557208651,0.10796462228823683,0.09579274199548239,0.2139001088747392
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,10,15,14,1.18,second,0.48183925124689597,0.8166766970286373,0.07452619890951868,0.06400735449139015,0.15021538642065901
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,11,15,14,1.1,first,0.8092227499615161,1.47131409083912,0.14170004052415816,0.13480742941209164,0.2075115130611105
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,11,15,14,1.1,second,0.1907772500384839,0.34686772734269794,0.047683902572209017,0.04030273163633649,0.1074178330675628
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,12,15,14,0.78,first,0.9670330755889761,2.479571988689682,0.13799461942162355,0.1314579443031069,0.20880895517411835
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,12,15,14,0.78,second,0.03296692441102389,0.08453057541288177,0.06926349624541964,0.05754635986921925,0.17747654022839843
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,13,15,14,1.06,first,0.5867627967511928,1.1070996165116844,0.11270920366530793,0.10180914700996947,0.1997149359280228
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,13,15,14,1.06,second,0.4132372032488072,0.7796928363185041,0.06882287641666285,0.05468809203181456,0.12886031718089486
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,14,15,14,1.8,first,0.8140792443417367,0.9045324937130408,0.09077871317196703,0.0769935270383057,0.16398839643033236
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,14,15,14,1.8,second,0.18592075565826327,0.2065786173980703,0.3243235783251286,0.18057199281216033,1.1337691130407799
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,1,20,19,1.42,first,0.4897071985504669,0.6897284486626295,0.11313054313222864,0.09880087649590334,0.1989382678799001
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,1,20,19,1.42,second,0.5102928014495332,0.7187222555627227,0.11417652941364856,0.07501294388265835,0.49319502605257126
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,2,20,19,1.7,first,0.6658000670402594,0.7832941965179523,0.107932108107343,0.08844529679196655,0.27498390305010756
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,2,20,19,1.7,second,0.3341999329597406,0.39317639171734187,0.10157454067963081,0.09196488728222048,0.16038193113892918
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,3,20,19,1.64,first,0.6622736998718439,0.8076508535022487,0.10497173984645919,0.08853748391758721,0.21623265390650792
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,3,20,19,1.64,second,0.3377263001281561,0.41186134161970256,0.09165961926052645,0.0834704204908221,0.13832114165798082
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,4,20,19,1.54,first,0.5762106472392546,0.7483255158951359,0.09849221797929979,0.08364943892425056,0.20523758740952736
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,4,20,19,1.54,second,0.42378935276074536,0.5503757828061628,0.10566351916864682,0.09338540654620561,0.15242216646884876
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,5,20,19,1.4,first,0.5101055166918264,0.7287221667026091,0.11460926545526329,0.10511271821820523,0.18112605425940576
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,5,20,19,1.4,second,0.48989448330817364,0.6998492618688196,0.08923255142094565,0.07811257785905618,0.15047002477861393
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,6,20,19,1.14,first,0.6304853502428278,1.1061146495488208,0.126233778045307,0.11776777307309019,0.23056267075873116
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,6,20,19,1.14,second,0.3695146497571722,0.64827131536346,0.09346631941294607,0.0681257528266785,0.2193019835438481
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,7,20,19,1.44,first,0.3795565460054505,0.5271618694520146,0.11273298082042219,0.09983023831234161,0.24082535352775236
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,7,20,19,1.44,second,0.6204434539945495,0.8617270194368744,0.09043731585336899,0.07471733553889284,0.18386644047292422
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,8,20,19,1.26,first,0.39995327751695703,0.6348464722491381,0.10528845562261366,0.0899297275166285,0.20099787583580475
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,8,20,19,1.26,second,0.600046722483043,0.9524551150524493,0.11777802774691988,0.09223431875714384,0.2839367558072934
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,9,20,19,1.3,first,0.29943035675525675,0.4606620873157796,0.11212775434675781,0.0977116675295249,0.21619411550928946
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,9,20,19,1.3,second,0.7005696432447432,1.0777994511457587,0.11013965316733511,0.0868583548180935,0.2510563660625269
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,10,20,19,1.22,first,0.3770976515285405,0.6181928713582632,0.12600190586171747,0.1087502094878577,0.2353334281805075
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,10,20,19,1.22,second,0.6229023484714595,1.0211513909368188,0.10137475165556865,0.07968510104676055,0.21904798851926133
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,11,20,19,1.22,first,0.471695325015243,0.7732710246151525,0.12123799064664088,0.10990625198235209,0.2151430525483652
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,11,20,19,1.22,second,0.528304674984757,0.8660732376799295,0.10122333385233913,0.0859130239768084,0.18940998330302405
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,12,20,19,1.22,first,0.42895061360889813,0.7031977272277019,0.10753628846817072,0.09251306302278045,0.21413620722675486
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,12,20,19,1.22,second,0.5710493863911019,0.9361465350673802,0.15054716853791408,0.11435893999721926,0.3701622273863343
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,13,20,19,1.34,first,0.3694048173578947,0.5513504736684995,0.10967236587095731,0.09443216520641358,0.20609102736125562
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,13,20,19,1.34,second,0.6305951826421052,0.9411868397643361,0.12110456510540017,0.09817781250636178,0.24529615742884636
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,14,20,19,1.22,first,0.4484052524973463,0.7350905778645022,0.10124553555547959,0.08491468385738848,0.21652153481830294
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,14,20,19,1.22,second,0.5515947475026537,0.9042536844305799,0.12147361743787823,0.1056002114728089,0.22667421370550822
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,15,20,19,1.24,first,0.3193529758795179,0.5150854449669643,0.10770193585419337,0.09439079947932374,0.19399524221761577
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,15,20,19,1.24,second,0.6806470241204821,1.0978177808394871,0.10743437885813129,0.09025562085829242,0.1920751279726174
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,16,20,19,1.36,first,0.4346371872473682,0.6391723341873061,0.10837790478753515,0.09513080035241639,0.22769162538633436
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,16,20,19,1.36,second,0.5653628127526318,0.8314159011068114,0.120100686530928,0.1028257120701187,0.20966474228522713
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,17,20,19,1.28,first,0.2919211311167438,0.45612676736991214,0.10252405471823832,0.09281877119643511,0.20077827279170224
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,17,20,19,1.28,second,0.7080788688832562,1.106373232630088,0.1145616216333594,0.09025299983668766,0.27197902653857353
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,18,20,19,1.34,first,0.4631041264151069,0.691200188679264,0.11875182095069974,0.10827452558407,0.20767862474536536
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,18,20,19,1.34,second,0.5368958735848931,0.8013371247535718,0.12902217780031422,0.11005395193050282,0.27962815132391317
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,19,20,19,1.28,first,0.5746109706297584,0.8978296416089975,0.1076854647054488,0.09744432757862494,0.19617609822280258
singleonly_subject016_Chest_Press_(rack)_record0001,10004,accel_x_g,19,20,19,1.28,second,0.4253890293702416,0.6646703583910025,0.12412290089311201,0.11110394930979348,0.2195831248692679
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,1,15,13,1.52,first,0.14600271063163478,0.1921088297784668,0.10842101447708268,0.0998316721226338,0.16229146926530524
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,1,15,13,1.52,second,0.8539972893683652,1.1236806439057436,0.06307575642710823,0.04930569170198778,0.14227786362353634
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,2,15,13,1.24,first,0.28284679779529653,0.45620451257305894,0.09552039139153866,0.07660407434180082,0.17371759315159951
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,2,15,13,1.24,second,0.7171532022047035,1.1566987132333928,0.06430687301635384,0.04889002941440947,0.1370365595733224
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,3,15,13,1.12,first,0.4403520302757726,0.7863429112067367,0.0774601655253988,0.058064458082029494,0.18260540493860122
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,3,15,13,1.12,second,0.5596479697242274,0.9993713745075488,0.05300816730861741,0.044258533092175346,0.10194525430911383
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,4,15,13,1.1,first,0.48346832906826526,0.879033325578664,0.09561697958587245,0.07227147690180148,0.20636472188098542
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,4,15,13,1.1,second,0.5165316709317347,0.9391484926031539,0.06617961905173854,0.05682465883382569,0.14090126241297674
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,5,15,13,1.18,first,0.33734325266055737,0.5717682248484024,0.1046968133953624,0.08035527066724313,0.19878802506148752
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,5,15,13,1.18,second,0.6626567473394427,1.1231470293888859,0.08044726807535389,0.06839846801993882,0.1518386296383909
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,6,15,13,1.42,first,0.6155415405716153,0.8669599162980497,0.07141774770335153,0.05436434019626464,0.1941806582423773
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,6,15,13,1.42,second,0.38445845942838475,0.5414907879273025,0.07013974647137626,0.06382465146698443,0.13215203252863938
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,7,15,13,1.18,first,0.4259782758421077,0.7219970776984876,0.08433515922140354,0.06399688508597924,0.18963143223635925
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,7,15,13,1.18,second,0.5740217241578923,0.9729181765388006,0.07129711807139703,0.06107383321585207,0.14100214642198028
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,8,15,13,1.18,first,0.4242130897638611,0.7190052368879002,0.10034649526924846,0.07217643046339316,0.2644717104824761
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,8,15,13,1.18,second,0.5757869102361389,0.9759100173493881,0.07221694701293445,0.06058601620400351,0.15260473267593133
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,9,15,13,1.18,first,0.47908524803068364,0.8120088949672605,0.0966219228480064,0.07244994965011607,0.21949470678041227
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,9,15,13,1.18,second,0.5209147519693164,0.8829063592700278,0.07535242013309022,0.0618455265427038,0.15843524959361366
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,10,15,13,1.34,first,0.3819380490935701,0.5700567896918957,0.11681083371372661,0.09042385517814672,0.254696432728994
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,10,15,13,1.34,second,0.6180619509064299,0.9224805237409401,0.06464350370753745,0.05511676765343486,0.13277928026098273
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,11,15,13,1.32,first,0.5080918825982423,0.7698361857549126,0.12145609451282259,0.09759652234873187,0.22854865240222155
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,11,15,13,1.32,second,0.49190811740175766,0.7453153293966025,0.06596229693213732,0.05630018736344183,0.12836780567987294
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,12,15,13,1.26,first,0.34978600453891384,0.5552158802204982,0.10317325086385824,0.07619399607459948,0.2666585268359054
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,12,15,13,1.26,second,0.6502139954610862,1.0320857070810892,0.07124353865113858,0.05991741064195144,0.1746205456644253
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,13,15,13,1.18,first,0.386003659878193,0.6542434913189713,0.09193433274222346,0.07011681085454954,0.19438239476731023
singleonly_subject017_Chest_Press_(rack)_record0001,10005,accel_z_g,13,15,13,1.18,second,0.6139963401218069,1.0406717629183169,0.06551539613222392,0.056986606315737535,0.11736860008158412
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,1,22,22,1.3,first,0.5865574313712767,0.9023960482635026,0.15458531317306914,0.12200168517100689,0.2728359791389766
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,1,22,22,1.3,second,0.4134425686287233,0.6360654901980358,0.1125561682253598,0.08681705090477494,0.2859466903396788
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,2,22,22,1.26,first,0.6015937067414747,0.9549106456213884,0.15887009934172538,0.1275210082138022,0.26785774005275
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,2,22,22,1.26,second,0.3984062932585253,0.6323909416801988,0.12169730977796991,0.09905605394678377,0.2957291206501027
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,3,22,22,1.1,first,0.6224259603729585,1.1316835643144698,0.11685870454803424,0.08795992184689355,0.2523051597567437
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,3,22,22,1.1,second,0.3775740396270415,0.6864982538673481,0.1309182706524694,0.1111561036605884,0.27455623955468345
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,4,22,22,1.2,first,0.7148805423597839,1.19146757059964,0.160218066158499,0.13205016888135704,0.3851293515857266
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,4,22,22,1.2,second,0.28511945764021607,0.4751990960670268,0.12829040786729365,0.1192826743312866,0.2570061846325249
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,5,22,22,1.26,first,0.6232615953986141,0.9893041196803399,0.15745959751035454,0.12624487473222493,0.3411190987527414
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,5,22,22,1.26,second,0.37673840460138586,0.5979974676212474,0.1178438946341684,0.10151361625344894,0.24313533969313572
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,6,22,22,0.96,first,0.6967590862677743,1.4515814297245297,0.13689143767161907,0.10755397512742904,0.30861101594572893
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,6,22,22,0.96,second,0.3032409137322257,0.6317519036088036,0.15796547435143907,0.1340508931610154,0.47488204486239605
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,7,22,22,1.0,first,0.7544173156075701,1.5088346312151402,0.12289650892765155,0.09102671459531049,0.3035148770105085
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,7,22,22,1.0,second,0.24558268439242992,0.49116536878485983,0.13375113412652737,0.12275786443446858,0.231004035810072
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,8,22,22,1.2,first,0.6314235171864081,1.0523725286440135,0.163369216192723,0.12792091868993313,0.3678541283911798
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,8,22,22,1.2,second,0.3685764828135919,0.6142941380226532,0.1560249085783312,0.14346388783252537,0.26349551237998403
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,9,22,22,1.16,first,0.6006865282996833,1.0356664281029022,0.15115149771791733,0.12749456937111406,0.282990115529247
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,9,22,22,1.16,second,0.3993134717003167,0.6884715029315807,0.14275523188565264,0.13149654362875582,0.247426850401115
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,10,22,22,1.16,first,0.5818812403656392,1.0032435178717918,0.1969467238468521,0.16219768328260148,0.40346545513918197
